store_id_date,reserve_visitors,diff_day,air_store_id,visit_date
air_3440e0ea1b70a99b_2016-12-30,22,0,air_3440e0ea1b70a99b,2016-12-30
air_3440e0ea1b70a99b_2017-01-05,4,0,air_3440e0ea1b70a99b,2017-01-05
air_3440e0ea1b70a99b_2017-01-08,4,0,air_3440e0ea1b70a99b,2017-01-08
air_3440e0ea1b70a99b_2017-01-09,4,0,air_3440e0ea1b70a99b,2017-01-09
air_3440e0ea1b70a99b_2017-01-11,3,0,air_3440e0ea1b70a99b,2017-01-11
air_3440e0ea1b70a99b_2017-01-12,2,0,air_3440e0ea1b70a99b,2017-01-12
air_3440e0ea1b70a99b_2017-01-13,2,0,air_3440e0ea1b70a99b,2017-01-13
air_3440e0ea1b70a99b_2017-01-14,12,0,air_3440e0ea1b70a99b,2017-01-14
air_3440e0ea1b70a99b_2017-01-15,2,0,air_3440e0ea1b70a99b,2017-01-15
air_3440e0ea1b70a99b_2017-01-16,9,0,air_3440e0ea1b70a99b,2017-01-16
air_3440e0ea1b70a99b_2017-01-17,2,0,air_3440e0ea1b70a99b,2017-01-17
air_3440e0ea1b70a99b_2017-01-18,2,0,air_3440e0ea1b70a99b,2017-01-18
air_3440e0ea1b70a99b_2017-01-20,7,3,air_3440e0ea1b70a99b,2017-01-20
air_3440e0ea1b70a99b_2017-01-21,31,1,air_3440e0ea1b70a99b,2017-01-21
air_3440e0ea1b70a99b_2017-01-23,7,0,air_3440e0ea1b70a99b,2017-01-23
air_3440e0ea1b70a99b_2017-01-27,7,0,air_3440e0ea1b70a99b,2017-01-27
air_3440e0ea1b70a99b_2017-01-28,19,0,air_3440e0ea1b70a99b,2017-01-28
air_3440e0ea1b70a99b_2017-02-03,4,0,air_3440e0ea1b70a99b,2017-02-03
air_3440e0ea1b70a99b_2017-02-04,4,0,air_3440e0ea1b70a99b,2017-02-04
air_3440e0ea1b70a99b_2017-02-07,10,0,air_3440e0ea1b70a99b,2017-02-07
air_3440e0ea1b70a99b_2017-02-10,8,0,air_3440e0ea1b70a99b,2017-02-10
air_3440e0ea1b70a99b_2017-02-11,7,0,air_3440e0ea1b70a99b,2017-02-11
air_3440e0ea1b70a99b_2017-02-12,2,0,air_3440e0ea1b70a99b,2017-02-12
air_3440e0ea1b70a99b_2017-02-13,15,0,air_3440e0ea1b70a99b,2017-02-13
air_3440e0ea1b70a99b_2017-02-16,2,0,air_3440e0ea1b70a99b,2017-02-16
air_3440e0ea1b70a99b_2017-02-17,18,0,air_3440e0ea1b70a99b,2017-02-17
air_3440e0ea1b70a99b_2017-02-18,14,0,air_3440e0ea1b70a99b,2017-02-18
air_3440e0ea1b70a99b_2017-02-19,11,0,air_3440e0ea1b70a99b,2017-02-19
air_3440e0ea1b70a99b_2017-02-23,7,0,air_3440e0ea1b70a99b,2017-02-23
air_3440e0ea1b70a99b_2017-02-24,20,0,air_3440e0ea1b70a99b,2017-02-24
air_3440e0ea1b70a99b_2017-02-25,22,0,air_3440e0ea1b70a99b,2017-02-25
air_3440e0ea1b70a99b_2017-02-26,8,0,air_3440e0ea1b70a99b,2017-02-26
air_3440e0ea1b70a99b_2017-02-27,7,0,air_3440e0ea1b70a99b,2017-02-27
air_3440e0ea1b70a99b_2017-03-02,19,0,air_3440e0ea1b70a99b,2017-03-02
air_3440e0ea1b70a99b_2017-03-03,22,0,air_3440e0ea1b70a99b,2017-03-03
air_3440e0ea1b70a99b_2017-03-04,16,0,air_3440e0ea1b70a99b,2017-03-04
air_3440e0ea1b70a99b_2017-03-05,12,0,air_3440e0ea1b70a99b,2017-03-05
air_3440e0ea1b70a99b_2017-03-06,2,0,air_3440e0ea1b70a99b,2017-03-06
air_3440e0ea1b70a99b_2017-03-09,10,0,air_3440e0ea1b70a99b,2017-03-09
air_3440e0ea1b70a99b_2017-03-10,16,0,air_3440e0ea1b70a99b,2017-03-10
air_3440e0ea1b70a99b_2017-03-11,6,0,air_3440e0ea1b70a99b,2017-03-11
air_3440e0ea1b70a99b_2017-03-12,25,0,air_3440e0ea1b70a99b,2017-03-12
air_3440e0ea1b70a99b_2017-03-13,29,0,air_3440e0ea1b70a99b,2017-03-13
air_3440e0ea1b70a99b_2017-03-16,18,0,air_3440e0ea1b70a99b,2017-03-16
air_3440e0ea1b70a99b_2017-03-17,26,13,air_3440e0ea1b70a99b,2017-03-17
air_3440e0ea1b70a99b_2017-03-18,9,0,air_3440e0ea1b70a99b,2017-03-18
air_3440e0ea1b70a99b_2017-03-23,2,0,air_3440e0ea1b70a99b,2017-03-23
air_3440e0ea1b70a99b_2017-03-24,17,0,air_3440e0ea1b70a99b,2017-03-24
air_3440e0ea1b70a99b_2017-03-25,27,0,air_3440e0ea1b70a99b,2017-03-25
air_3440e0ea1b70a99b_2017-03-28,6,0,air_3440e0ea1b70a99b,2017-03-28
air_3440e0ea1b70a99b_2017-03-31,31,0,air_3440e0ea1b70a99b,2017-03-31
air_3440e0ea1b70a99b_2017-04-01,6,0,air_3440e0ea1b70a99b,2017-04-01
air_3440e0ea1b70a99b_2017-04-03,19,0,air_3440e0ea1b70a99b,2017-04-03
air_3440e0ea1b70a99b_2017-04-05,2,0,air_3440e0ea1b70a99b,2017-04-05
air_3440e0ea1b70a99b_2017-04-06,2,0,air_3440e0ea1b70a99b,2017-04-06
air_3440e0ea1b70a99b_2017-04-07,16,0,air_3440e0ea1b70a99b,2017-04-07
air_3440e0ea1b70a99b_2017-04-08,4,0,air_3440e0ea1b70a99b,2017-04-08
air_3440e0ea1b70a99b_2017-04-09,4,0,air_3440e0ea1b70a99b,2017-04-09
air_3440e0ea1b70a99b_2017-04-13,2,0,air_3440e0ea1b70a99b,2017-04-13
air_3440e0ea1b70a99b_2017-04-14,24,0,air_3440e0ea1b70a99b,2017-04-14
air_3440e0ea1b70a99b_2017-04-15,9,0,air_3440e0ea1b70a99b,2017-04-15
air_3440e0ea1b70a99b_2017-04-16,10,0,air_3440e0ea1b70a99b,2017-04-16
air_3440e0ea1b70a99b_2017-04-20,6,0,air_3440e0ea1b70a99b,2017-04-20
air_3440e0ea1b70a99b_2017-04-21,25,0,air_3440e0ea1b70a99b,2017-04-21
air_3440e0ea1b70a99b_2017-04-22,24,0,air_3440e0ea1b70a99b,2017-04-22
air_346ade7d29230634_2016-01-08,8,1,air_346ade7d29230634,2016-01-08
air_346ade7d29230634_2016-01-09,6,0,air_346ade7d29230634,2016-01-09
air_346ade7d29230634_2016-01-12,14,8,air_346ade7d29230634,2016-01-12
air_346ade7d29230634_2016-01-15,10,3,air_346ade7d29230634,2016-01-15
air_346ade7d29230634_2016-01-19,2,5,air_346ade7d29230634,2016-01-19
air_346ade7d29230634_2016-01-23,2,8,air_346ade7d29230634,2016-01-23
air_346ade7d29230634_2016-01-25,5,1,air_346ade7d29230634,2016-01-25
air_346ade7d29230634_2016-01-26,7,8,air_346ade7d29230634,2016-01-26
air_346ade7d29230634_2016-01-27,4,0,air_346ade7d29230634,2016-01-27
air_346ade7d29230634_2016-01-28,4,3,air_346ade7d29230634,2016-01-28
air_346ade7d29230634_2016-01-29,6,3,air_346ade7d29230634,2016-01-29
air_346ade7d29230634_2016-01-30,4,2,air_346ade7d29230634,2016-01-30
air_346ade7d29230634_2016-02-03,5,2,air_346ade7d29230634,2016-02-03
air_346ade7d29230634_2016-02-05,2,22,air_346ade7d29230634,2016-02-05
air_346ade7d29230634_2016-02-06,4,0,air_346ade7d29230634,2016-02-06
air_346ade7d29230634_2016-02-07,2,0,air_346ade7d29230634,2016-02-07
air_346ade7d29230634_2016-02-09,2,1,air_346ade7d29230634,2016-02-09
air_346ade7d29230634_2016-02-10,2,0,air_346ade7d29230634,2016-02-10
air_346ade7d29230634_2016-02-12,12,10,air_346ade7d29230634,2016-02-12
air_346ade7d29230634_2016-02-15,2,0,air_346ade7d29230634,2016-02-15
air_346ade7d29230634_2016-02-18,4,5,air_346ade7d29230634,2016-02-18
air_346ade7d29230634_2016-02-20,4,3,air_346ade7d29230634,2016-02-20
air_346ade7d29230634_2016-02-22,2,6,air_346ade7d29230634,2016-02-22
air_346ade7d29230634_2016-02-23,8,2,air_346ade7d29230634,2016-02-23
air_346ade7d29230634_2016-02-24,2,0,air_346ade7d29230634,2016-02-24
air_346ade7d29230634_2016-02-26,2,0,air_346ade7d29230634,2016-02-26
air_346ade7d29230634_2016-02-27,6,4,air_346ade7d29230634,2016-02-27
air_346ade7d29230634_2016-02-28,13,0,air_346ade7d29230634,2016-02-28
air_346ade7d29230634_2016-02-29,8,7,air_346ade7d29230634,2016-02-29
air_346ade7d29230634_2016-03-01,5,7,air_346ade7d29230634,2016-03-01
air_346ade7d29230634_2016-03-04,2,3,air_346ade7d29230634,2016-03-04
air_346ade7d29230634_2016-03-05,9,2,air_346ade7d29230634,2016-03-05
air_346ade7d29230634_2016-03-08,8,9,air_346ade7d29230634,2016-03-08
air_346ade7d29230634_2016-03-09,2,1,air_346ade7d29230634,2016-03-09
air_346ade7d29230634_2016-03-11,2,0,air_346ade7d29230634,2016-03-11
air_346ade7d29230634_2016-03-12,17,7,air_346ade7d29230634,2016-03-12
air_346ade7d29230634_2016-03-13,5,0,air_346ade7d29230634,2016-03-13
air_346ade7d29230634_2016-03-14,5,5,air_346ade7d29230634,2016-03-14
air_346ade7d29230634_2016-03-15,7,10,air_346ade7d29230634,2016-03-15
air_346ade7d29230634_2016-03-16,5,12,air_346ade7d29230634,2016-03-16
air_346ade7d29230634_2016-03-18,8,17,air_346ade7d29230634,2016-03-18
air_346ade7d29230634_2016-03-19,11,13,air_346ade7d29230634,2016-03-19
air_346ade7d29230634_2016-03-20,5,2,air_346ade7d29230634,2016-03-20
air_346ade7d29230634_2016-03-22,5,0,air_346ade7d29230634,2016-03-22
air_346ade7d29230634_2016-03-23,2,1,air_346ade7d29230634,2016-03-23
air_346ade7d29230634_2016-03-25,6,16,air_346ade7d29230634,2016-03-25
air_346ade7d29230634_2016-03-26,2,0,air_346ade7d29230634,2016-03-26
air_346ade7d29230634_2016-03-27,4,3,air_346ade7d29230634,2016-03-27
air_346ade7d29230634_2016-03-28,3,0,air_346ade7d29230634,2016-03-28
air_346ade7d29230634_2016-03-30,9,2,air_346ade7d29230634,2016-03-30
air_346ade7d29230634_2016-04-01,3,3,air_346ade7d29230634,2016-04-01
air_346ade7d29230634_2016-04-02,2,0,air_346ade7d29230634,2016-04-02
air_346ade7d29230634_2016-04-04,11,5,air_346ade7d29230634,2016-04-04
air_346ade7d29230634_2016-04-05,2,0,air_346ade7d29230634,2016-04-05
air_346ade7d29230634_2016-04-07,4,1,air_346ade7d29230634,2016-04-07
air_346ade7d29230634_2016-04-08,2,4,air_346ade7d29230634,2016-04-08
air_346ade7d29230634_2016-04-09,4,0,air_346ade7d29230634,2016-04-09
air_346ade7d29230634_2016-04-10,6,10,air_346ade7d29230634,2016-04-10
air_346ade7d29230634_2016-04-11,5,0,air_346ade7d29230634,2016-04-11
air_346ade7d29230634_2016-04-12,9,7,air_346ade7d29230634,2016-04-12
air_346ade7d29230634_2016-04-16,4,33,air_346ade7d29230634,2016-04-16
air_346ade7d29230634_2016-04-17,2,0,air_346ade7d29230634,2016-04-17
air_346ade7d29230634_2016-04-18,9,11,air_346ade7d29230634,2016-04-18
air_346ade7d29230634_2016-04-20,8,9,air_346ade7d29230634,2016-04-20
air_346ade7d29230634_2016-04-22,7,28,air_346ade7d29230634,2016-04-22
air_346ade7d29230634_2016-04-23,11,3,air_346ade7d29230634,2016-04-23
air_346ade7d29230634_2016-04-24,3,0,air_346ade7d29230634,2016-04-24
air_346ade7d29230634_2016-04-26,2,5,air_346ade7d29230634,2016-04-26
air_346ade7d29230634_2016-04-27,10,19,air_346ade7d29230634,2016-04-27
air_346ade7d29230634_2016-04-30,6,0,air_346ade7d29230634,2016-04-30
air_346ade7d29230634_2016-05-06,4,0,air_346ade7d29230634,2016-05-06
air_346ade7d29230634_2016-05-07,12,25,air_346ade7d29230634,2016-05-07
air_346ade7d29230634_2016-05-08,4,1,air_346ade7d29230634,2016-05-08
air_346ade7d29230634_2016-05-09,2,0,air_346ade7d29230634,2016-05-09
air_346ade7d29230634_2016-05-10,1,0,air_346ade7d29230634,2016-05-10
air_346ade7d29230634_2016-10-28,4,6,air_346ade7d29230634,2016-10-28
air_346ade7d29230634_2016-10-29,2,0,air_346ade7d29230634,2016-10-29
air_346ade7d29230634_2016-10-31,9,0,air_346ade7d29230634,2016-10-31
air_346ade7d29230634_2016-11-01,2,0,air_346ade7d29230634,2016-11-01
air_346ade7d29230634_2016-11-02,3,0,air_346ade7d29230634,2016-11-02
air_346ade7d29230634_2016-11-04,2,0,air_346ade7d29230634,2016-11-04
air_346ade7d29230634_2016-11-05,12,11,air_346ade7d29230634,2016-11-05
air_346ade7d29230634_2016-11-06,4,0,air_346ade7d29230634,2016-11-06
air_346ade7d29230634_2016-11-07,9,0,air_346ade7d29230634,2016-11-07
air_346ade7d29230634_2016-11-11,11,3,air_346ade7d29230634,2016-11-11
air_346ade7d29230634_2016-11-12,4,4,air_346ade7d29230634,2016-11-12
air_346ade7d29230634_2016-11-13,2,0,air_346ade7d29230634,2016-11-13
air_346ade7d29230634_2016-11-14,4,5,air_346ade7d29230634,2016-11-14
air_346ade7d29230634_2016-11-15,10,17,air_346ade7d29230634,2016-11-15
air_346ade7d29230634_2016-11-19,8,3,air_346ade7d29230634,2016-11-19
air_346ade7d29230634_2016-11-20,8,1,air_346ade7d29230634,2016-11-20
air_346ade7d29230634_2016-11-21,2,0,air_346ade7d29230634,2016-11-21
air_346ade7d29230634_2016-11-22,9,4,air_346ade7d29230634,2016-11-22
air_346ade7d29230634_2016-11-25,3,4,air_346ade7d29230634,2016-11-25
air_346ade7d29230634_2016-11-26,7,4,air_346ade7d29230634,2016-11-26
air_346ade7d29230634_2016-11-27,2,0,air_346ade7d29230634,2016-11-27
air_346ade7d29230634_2016-11-28,4,0,air_346ade7d29230634,2016-11-28
air_346ade7d29230634_2016-11-29,2,0,air_346ade7d29230634,2016-11-29
air_346ade7d29230634_2016-11-30,2,0,air_346ade7d29230634,2016-11-30
air_346ade7d29230634_2016-12-02,2,6,air_346ade7d29230634,2016-12-02
air_346ade7d29230634_2016-12-03,13,14,air_346ade7d29230634,2016-12-03
air_346ade7d29230634_2016-12-05,4,10,air_346ade7d29230634,2016-12-05
air_346ade7d29230634_2016-12-06,11,6,air_346ade7d29230634,2016-12-06
air_346ade7d29230634_2016-12-07,4,2,air_346ade7d29230634,2016-12-07
air_346ade7d29230634_2016-12-09,16,43,air_346ade7d29230634,2016-12-09
air_346ade7d29230634_2016-12-10,13,8,air_346ade7d29230634,2016-12-10
air_346ade7d29230634_2016-12-12,6,12,air_346ade7d29230634,2016-12-12
air_346ade7d29230634_2016-12-13,6,34,air_346ade7d29230634,2016-12-13
air_346ade7d29230634_2016-12-14,15,19,air_346ade7d29230634,2016-12-14
air_346ade7d29230634_2016-12-15,19,4,air_346ade7d29230634,2016-12-15
air_346ade7d29230634_2016-12-16,14,17,air_346ade7d29230634,2016-12-16
air_346ade7d29230634_2016-12-17,14,22,air_346ade7d29230634,2016-12-17
air_346ade7d29230634_2016-12-18,3,0,air_346ade7d29230634,2016-12-18
air_346ade7d29230634_2016-12-20,14,16,air_346ade7d29230634,2016-12-20
air_346ade7d29230634_2016-12-21,8,13,air_346ade7d29230634,2016-12-21
air_346ade7d29230634_2016-12-22,10,16,air_346ade7d29230634,2016-12-22
air_346ade7d29230634_2016-12-24,11,29,air_346ade7d29230634,2016-12-24
air_346ade7d29230634_2016-12-25,6,2,air_346ade7d29230634,2016-12-25
air_346ade7d29230634_2016-12-26,6,4,air_346ade7d29230634,2016-12-26
air_346ade7d29230634_2016-12-27,2,1,air_346ade7d29230634,2016-12-27
air_346ade7d29230634_2016-12-28,2,0,air_346ade7d29230634,2016-12-28
air_346ade7d29230634_2016-12-29,8,5,air_346ade7d29230634,2016-12-29
air_346ade7d29230634_2016-12-30,16,43,air_346ade7d29230634,2016-12-30
air_346ade7d29230634_2017-01-05,14,9,air_346ade7d29230634,2017-01-05
air_346ade7d29230634_2017-01-06,7,10,air_346ade7d29230634,2017-01-06
air_346ade7d29230634_2017-01-07,2,10,air_346ade7d29230634,2017-01-07
air_346ade7d29230634_2017-01-09,3,0,air_346ade7d29230634,2017-01-09
air_346ade7d29230634_2017-01-10,4,1,air_346ade7d29230634,2017-01-10
air_346ade7d29230634_2017-01-13,10,7,air_346ade7d29230634,2017-01-13
air_346ade7d29230634_2017-01-14,18,25,air_346ade7d29230634,2017-01-14
air_346ade7d29230634_2017-01-15,2,2,air_346ade7d29230634,2017-01-15
air_346ade7d29230634_2017-01-16,5,33,air_346ade7d29230634,2017-01-16
air_346ade7d29230634_2017-01-21,17,38,air_346ade7d29230634,2017-01-21
air_346ade7d29230634_2017-01-22,3,1,air_346ade7d29230634,2017-01-22
air_346ade7d29230634_2017-01-23,10,8,air_346ade7d29230634,2017-01-23
air_346ade7d29230634_2017-01-24,2,0,air_346ade7d29230634,2017-01-24
air_346ade7d29230634_2017-01-25,7,31,air_346ade7d29230634,2017-01-25
air_346ade7d29230634_2017-01-27,2,2,air_346ade7d29230634,2017-01-27
air_346ade7d29230634_2017-01-28,6,2,air_346ade7d29230634,2017-01-28
air_346ade7d29230634_2017-01-30,2,9,air_346ade7d29230634,2017-01-30
air_346ade7d29230634_2017-01-31,9,0,air_346ade7d29230634,2017-01-31
air_346ade7d29230634_2017-02-03,8,8,air_346ade7d29230634,2017-02-03
air_346ade7d29230634_2017-02-04,13,27,air_346ade7d29230634,2017-02-04
air_346ade7d29230634_2017-02-06,5,7,air_346ade7d29230634,2017-02-06
air_346ade7d29230634_2017-02-11,4,6,air_346ade7d29230634,2017-02-11
air_346ade7d29230634_2017-02-13,8,17,air_346ade7d29230634,2017-02-13
air_346ade7d29230634_2017-02-14,2,13,air_346ade7d29230634,2017-02-14
air_346ade7d29230634_2017-02-17,8,9,air_346ade7d29230634,2017-02-17
air_346ade7d29230634_2017-02-18,12,4,air_346ade7d29230634,2017-02-18
air_346ade7d29230634_2017-02-19,6,8,air_346ade7d29230634,2017-02-19
air_346ade7d29230634_2017-02-20,6,6,air_346ade7d29230634,2017-02-20
air_346ade7d29230634_2017-02-21,4,13,air_346ade7d29230634,2017-02-21
air_346ade7d29230634_2017-02-22,7,6,air_346ade7d29230634,2017-02-22
air_346ade7d29230634_2017-02-24,5,9,air_346ade7d29230634,2017-02-24
air_346ade7d29230634_2017-02-25,4,1,air_346ade7d29230634,2017-02-25
air_346ade7d29230634_2017-02-28,10,63,air_346ade7d29230634,2017-02-28
air_346ade7d29230634_2017-03-01,2,0,air_346ade7d29230634,2017-03-01
air_346ade7d29230634_2017-03-03,8,8,air_346ade7d29230634,2017-03-03
air_346ade7d29230634_2017-03-04,4,0,air_346ade7d29230634,2017-03-04
air_346ade7d29230634_2017-03-05,2,0,air_346ade7d29230634,2017-03-05
air_346ade7d29230634_2017-03-07,13,10,air_346ade7d29230634,2017-03-07
air_346ade7d29230634_2017-03-08,4,0,air_346ade7d29230634,2017-03-08
air_346ade7d29230634_2017-03-10,8,20,air_346ade7d29230634,2017-03-10
air_346ade7d29230634_2017-03-11,11,3,air_346ade7d29230634,2017-03-11
air_346ade7d29230634_2017-03-12,4,5,air_346ade7d29230634,2017-03-12
air_346ade7d29230634_2017-03-15,2,1,air_346ade7d29230634,2017-03-15
air_346ade7d29230634_2017-03-17,7,6,air_346ade7d29230634,2017-03-17
air_346ade7d29230634_2017-03-18,12,22,air_346ade7d29230634,2017-03-18
air_346ade7d29230634_2017-03-19,4,0,air_346ade7d29230634,2017-03-19
air_346ade7d29230634_2017-03-22,8,1,air_346ade7d29230634,2017-03-22
air_346ade7d29230634_2017-03-24,13,11,air_346ade7d29230634,2017-03-24
air_346ade7d29230634_2017-03-26,2,1,air_346ade7d29230634,2017-03-26
air_346ade7d29230634_2017-03-27,5,33,air_346ade7d29230634,2017-03-27
air_346ade7d29230634_2017-03-28,2,3,air_346ade7d29230634,2017-03-28
air_346ade7d29230634_2017-03-29,8,2,air_346ade7d29230634,2017-03-29
air_346ade7d29230634_2017-03-31,6,16,air_346ade7d29230634,2017-03-31
air_346ade7d29230634_2017-04-01,2,0,air_346ade7d29230634,2017-04-01
air_346ade7d29230634_2017-04-02,2,0,air_346ade7d29230634,2017-04-02
air_346ade7d29230634_2017-04-04,4,14,air_346ade7d29230634,2017-04-04
air_346ade7d29230634_2017-04-05,2,2,air_346ade7d29230634,2017-04-05
air_346ade7d29230634_2017-04-07,10,12,air_346ade7d29230634,2017-04-07
air_346ade7d29230634_2017-04-08,6,3,air_346ade7d29230634,2017-04-08
air_346ade7d29230634_2017-04-10,9,6,air_346ade7d29230634,2017-04-10
air_346ade7d29230634_2017-04-11,4,0,air_346ade7d29230634,2017-04-11
air_346ade7d29230634_2017-04-12,2,2,air_346ade7d29230634,2017-04-12
air_346ade7d29230634_2017-04-14,9,4,air_346ade7d29230634,2017-04-14
air_346ade7d29230634_2017-04-15,16,6,air_346ade7d29230634,2017-04-15
air_346ade7d29230634_2017-04-17,2,13,air_346ade7d29230634,2017-04-17
air_346ade7d29230634_2017-04-18,5,9,air_346ade7d29230634,2017-04-18
air_346ade7d29230634_2017-04-19,2,0,air_346ade7d29230634,2017-04-19
air_346ade7d29230634_2017-04-21,4,3,air_346ade7d29230634,2017-04-21
air_346ade7d29230634_2017-04-22,6,15,air_346ade7d29230634,2017-04-22
air_346ade7d29230634_2017-04-23,8,9,air_346ade7d29230634,2017-04-23
air_346ade7d29230634_2017-04-25,3,8,air_346ade7d29230634,2017-04-25
air_35512c42db0868da_2016-02-27,12,0,air_35512c42db0868da,2016-02-27
air_36429b5ca4407b3e_2016-10-28,12,4,air_36429b5ca4407b3e,2016-10-28
air_36429b5ca4407b3e_2016-10-29,27,85,air_36429b5ca4407b3e,2016-10-29
air_36429b5ca4407b3e_2016-10-31,3,3,air_36429b5ca4407b3e,2016-10-31
air_36429b5ca4407b3e_2016-11-02,8,2,air_36429b5ca4407b3e,2016-11-02
air_36429b5ca4407b3e_2016-11-04,6,4,air_36429b5ca4407b3e,2016-11-04
air_36429b5ca4407b3e_2016-11-05,10,5,air_36429b5ca4407b3e,2016-11-05
air_36429b5ca4407b3e_2016-11-06,5,6,air_36429b5ca4407b3e,2016-11-06
air_36429b5ca4407b3e_2016-11-07,7,6,air_36429b5ca4407b3e,2016-11-07
air_36429b5ca4407b3e_2016-11-08,6,1,air_36429b5ca4407b3e,2016-11-08
air_36429b5ca4407b3e_2016-11-10,2,0,air_36429b5ca4407b3e,2016-11-10
air_36429b5ca4407b3e_2016-11-11,6,8,air_36429b5ca4407b3e,2016-11-11
air_36429b5ca4407b3e_2016-11-12,33,51,air_36429b5ca4407b3e,2016-11-12
air_36429b5ca4407b3e_2016-11-13,9,0,air_36429b5ca4407b3e,2016-11-13
air_36429b5ca4407b3e_2016-11-14,4,3,air_36429b5ca4407b3e,2016-11-14
air_36429b5ca4407b3e_2016-11-17,12,19,air_36429b5ca4407b3e,2016-11-17
air_36429b5ca4407b3e_2016-11-18,23,30,air_36429b5ca4407b3e,2016-11-18
air_36429b5ca4407b3e_2016-11-19,40,32,air_36429b5ca4407b3e,2016-11-19
air_36429b5ca4407b3e_2016-11-20,8,22,air_36429b5ca4407b3e,2016-11-20
air_36429b5ca4407b3e_2016-11-21,2,0,air_36429b5ca4407b3e,2016-11-21
air_36429b5ca4407b3e_2016-11-22,13,15,air_36429b5ca4407b3e,2016-11-22
air_36429b5ca4407b3e_2016-11-24,26,56,air_36429b5ca4407b3e,2016-11-24
air_36429b5ca4407b3e_2016-11-25,44,23,air_36429b5ca4407b3e,2016-11-25
air_36429b5ca4407b3e_2016-11-26,45,73,air_36429b5ca4407b3e,2016-11-26
air_36429b5ca4407b3e_2016-11-27,10,1,air_36429b5ca4407b3e,2016-11-27
air_36429b5ca4407b3e_2016-11-28,2,0,air_36429b5ca4407b3e,2016-11-28
air_36429b5ca4407b3e_2016-11-29,2,1,air_36429b5ca4407b3e,2016-11-29
air_36429b5ca4407b3e_2016-12-01,21,28,air_36429b5ca4407b3e,2016-12-01
air_36429b5ca4407b3e_2016-12-02,14,5,air_36429b5ca4407b3e,2016-12-02
air_36429b5ca4407b3e_2016-12-03,49,44,air_36429b5ca4407b3e,2016-12-03
air_36429b5ca4407b3e_2016-12-04,2,0,air_36429b5ca4407b3e,2016-12-04
air_36429b5ca4407b3e_2016-12-05,10,5,air_36429b5ca4407b3e,2016-12-05
air_36429b5ca4407b3e_2016-12-06,30,18,air_36429b5ca4407b3e,2016-12-06
air_36429b5ca4407b3e_2016-12-08,16,28,air_36429b5ca4407b3e,2016-12-08
air_36429b5ca4407b3e_2016-12-09,27,28,air_36429b5ca4407b3e,2016-12-09
air_36429b5ca4407b3e_2016-12-10,19,37,air_36429b5ca4407b3e,2016-12-10
air_36429b5ca4407b3e_2016-12-11,17,22,air_36429b5ca4407b3e,2016-12-11
air_36429b5ca4407b3e_2016-12-12,32,46,air_36429b5ca4407b3e,2016-12-12
air_36429b5ca4407b3e_2016-12-13,9,7,air_36429b5ca4407b3e,2016-12-13
air_36429b5ca4407b3e_2016-12-15,8,5,air_36429b5ca4407b3e,2016-12-15
air_36429b5ca4407b3e_2016-12-16,44,40,air_36429b5ca4407b3e,2016-12-16
air_36429b5ca4407b3e_2016-12-17,32,72,air_36429b5ca4407b3e,2016-12-17
air_36429b5ca4407b3e_2016-12-18,15,47,air_36429b5ca4407b3e,2016-12-18
air_36429b5ca4407b3e_2016-12-19,4,0,air_36429b5ca4407b3e,2016-12-19
air_36429b5ca4407b3e_2016-12-20,37,5,air_36429b5ca4407b3e,2016-12-20
air_36429b5ca4407b3e_2016-12-22,52,58,air_36429b5ca4407b3e,2016-12-22
air_36429b5ca4407b3e_2016-12-23,20,87,air_36429b5ca4407b3e,2016-12-23
air_36429b5ca4407b3e_2016-12-24,31,88,air_36429b5ca4407b3e,2016-12-24
air_36429b5ca4407b3e_2016-12-25,18,10,air_36429b5ca4407b3e,2016-12-25
air_36429b5ca4407b3e_2016-12-26,28,33,air_36429b5ca4407b3e,2016-12-26
air_36429b5ca4407b3e_2016-12-27,35,15,air_36429b5ca4407b3e,2016-12-27
air_36429b5ca4407b3e_2016-12-28,31,7,air_36429b5ca4407b3e,2016-12-28
air_36429b5ca4407b3e_2016-12-29,38,46,air_36429b5ca4407b3e,2016-12-29
air_36429b5ca4407b3e_2016-12-30,31,92,air_36429b5ca4407b3e,2016-12-30
air_36429b5ca4407b3e_2017-01-02,33,9,air_36429b5ca4407b3e,2017-01-02
air_36429b5ca4407b3e_2017-01-03,18,12,air_36429b5ca4407b3e,2017-01-03
air_36429b5ca4407b3e_2017-01-04,6,18,air_36429b5ca4407b3e,2017-01-04
air_36429b5ca4407b3e_2017-01-05,8,1,air_36429b5ca4407b3e,2017-01-05
air_36429b5ca4407b3e_2017-01-06,23,15,air_36429b5ca4407b3e,2017-01-06
air_36429b5ca4407b3e_2017-01-07,9,22,air_36429b5ca4407b3e,2017-01-07
air_36429b5ca4407b3e_2017-01-13,12,16,air_36429b5ca4407b3e,2017-01-13
air_36429b5ca4407b3e_2017-01-14,29,64,air_36429b5ca4407b3e,2017-01-14
air_36429b5ca4407b3e_2017-01-15,2,3,air_36429b5ca4407b3e,2017-01-15
air_36429b5ca4407b3e_2017-01-19,25,15,air_36429b5ca4407b3e,2017-01-19
air_36429b5ca4407b3e_2017-01-20,23,11,air_36429b5ca4407b3e,2017-01-20
air_36429b5ca4407b3e_2017-01-21,15,15,air_36429b5ca4407b3e,2017-01-21
air_36429b5ca4407b3e_2017-01-22,6,5,air_36429b5ca4407b3e,2017-01-22
