id,visitors,year,month,day,dow,holiday_flg,min_visitors,mean_visitors,median_visitors,max_visitors,count_observations,air_genre_name,air_area_name,latitude,longitude
air_546b353cbea4a45b_2017-04-29,20,2017,4,29,5,1,1.0,7.721311475,6.0,20.0,61.0,7,46,35.6706505,139.7718614
air_546b353cbea4a45b_2017-04-30,20,2017,4,30,6,0,1.0,5.0,5.0,9.0,2.0,7,46,35.6706505,139.7718614
air_546b353cbea4a45b_2017-05-01,20,2017,5,1,0,0,2.0,15.68421053,16.0,26.0,57.0,7,46,35.6706505,139.7718614
air_546b353cbea4a45b_2017-05-02,20,2017,5,2,1,0,3.0,16.51612903,16.0,30.0,62.0,7,46,35.6706505,139.7718614
air_546b353cbea4a45b_2017-05-03,20,2017,5,3,2,1,6.0,16.82539683,16.0,29.0,63.0,7,46,35.6706505,139.7718614
air_546b353cbea4a45b_2017-05-04,20,2017,5,4,3,1,6.0,22.9516129,19.0,158.0,62.0,7,46,35.6706505,139.7718614
air_546b353cbea4a45b_2017-05-05,20,2017,5,5,4,1,12.0,22.82539683,23.0,36.0,63.0,7,46,35.6706505,139.7718614
air_546b353cbea4a45b_2017-05-06,20,2017,5,6,5,0,1.0,7.721311475,6.0,20.0,61.0,7,46,35.6706505,139.7718614
air_546b353cbea4a45b_2017-05-07,20,2017,5,7,6,0,1.0,5.0,5.0,9.0,2.0,7,46,35.6706505,139.7718614
air_546b353cbea4a45b_2017-05-08,20,2017,5,8,0,0,2.0,15.68421053,16.0,26.0,57.0,7,46,35.6706505,139.7718614
air_546b353cbea4a45b_2017-05-09,20,2017,5,9,1,0,3.0,16.51612903,16.0,30.0,62.0,7,46,35.6706505,139.7718614
air_546b353cbea4a45b_2017-05-10,20,2017,5,10,2,0,6.0,16.82539683,16.0,29.0,63.0,7,46,35.6706505,139.7718614
air_546b353cbea4a45b_2017-05-11,20,2017,5,11,3,0,6.0,22.9516129,19.0,158.0,62.0,7,46,35.6706505,139.7718614
air_546b353cbea4a45b_2017-05-12,20,2017,5,12,4,0,12.0,22.82539683,23.0,36.0,63.0,7,46,35.6706505,139.7718614
air_546b353cbea4a45b_2017-05-13,20,2017,5,13,5,0,1.0,7.721311475,6.0,20.0,61.0,7,46,35.6706505,139.7718614
air_546b353cbea4a45b_2017-05-14,20,2017,5,14,6,0,1.0,5.0,5.0,9.0,2.0,7,46,35.6706505,139.7718614
air_546b353cbea4a45b_2017-05-15,20,2017,5,15,0,0,2.0,15.68421053,16.0,26.0,57.0,7,46,35.6706505,139.7718614
air_546b353cbea4a45b_2017-05-16,20,2017,5,16,1,0,3.0,16.51612903,16.0,30.0,62.0,7,46,35.6706505,139.7718614
air_546b353cbea4a45b_2017-05-17,20,2017,5,17,2,0,6.0,16.82539683,16.0,29.0,63.0,7,46,35.6706505,139.7718614
air_546b353cbea4a45b_2017-05-18,20,2017,5,18,3,0,6.0,22.9516129,19.0,158.0,62.0,7,46,35.6706505,139.7718614
air_546b353cbea4a45b_2017-05-19,20,2017,5,19,4,0,12.0,22.82539683,23.0,36.0,63.0,7,46,35.6706505,139.7718614
air_546b353cbea4a45b_2017-05-20,20,2017,5,20,5,0,1.0,7.721311475,6.0,20.0,61.0,7,46,35.6706505,139.7718614
air_546b353cbea4a45b_2017-05-21,20,2017,5,21,6,0,1.0,5.0,5.0,9.0,2.0,7,46,35.6706505,139.7718614
air_546b353cbea4a45b_2017-05-22,20,2017,5,22,0,0,2.0,15.68421053,16.0,26.0,57.0,7,46,35.6706505,139.7718614
air_546b353cbea4a45b_2017-05-23,20,2017,5,23,1,0,3.0,16.51612903,16.0,30.0,62.0,7,46,35.6706505,139.7718614
air_546b353cbea4a45b_2017-05-24,20,2017,5,24,2,0,6.0,16.82539683,16.0,29.0,63.0,7,46,35.6706505,139.7718614
air_546b353cbea4a45b_2017-05-25,20,2017,5,25,3,0,6.0,22.9516129,19.0,158.0,62.0,7,46,35.6706505,139.7718614
air_546b353cbea4a45b_2017-05-26,20,2017,5,26,4,0,12.0,22.82539683,23.0,36.0,63.0,7,46,35.6706505,139.7718614
air_546b353cbea4a45b_2017-05-27,20,2017,5,27,5,0,1.0,7.721311475,6.0,20.0,61.0,7,46,35.6706505,139.7718614
air_546b353cbea4a45b_2017-05-28,20,2017,5,28,6,0,1.0,5.0,5.0,9.0,2.0,7,46,35.6706505,139.7718614
air_546b353cbea4a45b_2017-05-29,20,2017,5,29,0,0,2.0,15.68421053,16.0,26.0,57.0,7,46,35.6706505,139.7718614
air_546b353cbea4a45b_2017-05-30,20,2017,5,30,1,0,3.0,16.51612903,16.0,30.0,62.0,7,46,35.6706505,139.7718614
air_546b353cbea4a45b_2017-05-31,20,2017,5,31,2,0,6.0,16.82539683,16.0,29.0,63.0,7,46,35.6706505,139.7718614
air_5485912b44f976de_2017-04-23,20,2017,4,23,6,0,2.0,15.35,14.0,37.0,40.0,7,25,34.815149,134.6853528
air_5485912b44f976de_2017-04-24,20,2017,4,24,0,0,1.0,7.230769231,6.5,22.0,26.0,7,25,34.815149,134.6853528
air_5485912b44f976de_2017-04-25,20,2017,4,25,1,0,1.0,8.833333332999999,9.0,20.0,42.0,7,25,34.815149,134.6853528
air_5485912b44f976de_2017-04-26,20,2017,4,26,2,0,1.0,7.952380952,8.0,22.0,21.0,7,25,34.815149,134.6853528
air_5485912b44f976de_2017-04-27,20,2017,4,27,3,0,1.0,9.394736842,7.5,31.0,38.0,7,25,34.815149,134.6853528
air_5485912b44f976de_2017-04-28,20,2017,4,28,4,0,1.0,11.52380952,11.0,35.0,42.0,7,25,34.815149,134.6853528
air_5485912b44f976de_2017-04-29,20,2017,4,29,5,1,3.0,16.225,17.0,29.0,40.0,7,25,34.815149,134.6853528
air_5485912b44f976de_2017-04-30,20,2017,4,30,6,0,2.0,15.35,14.0,37.0,40.0,7,25,34.815149,134.6853528
air_5485912b44f976de_2017-05-01,20,2017,5,1,0,0,1.0,7.230769231,6.5,22.0,26.0,7,25,34.815149,134.6853528
air_5485912b44f976de_2017-05-02,20,2017,5,2,1,0,1.0,8.833333332999999,9.0,20.0,42.0,7,25,34.815149,134.6853528
air_5485912b44f976de_2017-05-03,20,2017,5,3,2,1,1.0,7.952380952,8.0,22.0,21.0,7,25,34.815149,134.6853528
air_5485912b44f976de_2017-05-04,20,2017,5,4,3,1,1.0,9.394736842,7.5,31.0,38.0,7,25,34.815149,134.6853528
air_5485912b44f976de_2017-05-05,20,2017,5,5,4,1,1.0,11.52380952,11.0,35.0,42.0,7,25,34.815149,134.6853528
air_5485912b44f976de_2017-05-06,20,2017,5,6,5,0,3.0,16.225,17.0,29.0,40.0,7,25,34.815149,134.6853528
air_5485912b44f976de_2017-05-07,20,2017,5,7,6,0,2.0,15.35,14.0,37.0,40.0,7,25,34.815149,134.6853528
air_5485912b44f976de_2017-05-08,20,2017,5,8,0,0,1.0,7.230769231,6.5,22.0,26.0,7,25,34.815149,134.6853528
air_5485912b44f976de_2017-05-09,20,2017,5,9,1,0,1.0,8.833333332999999,9.0,20.0,42.0,7,25,34.815149,134.6853528
air_5485912b44f976de_2017-05-10,20,2017,5,10,2,0,1.0,7.952380952,8.0,22.0,21.0,7,25,34.815149,134.6853528
air_5485912b44f976de_2017-05-11,20,2017,5,11,3,0,1.0,9.394736842,7.5,31.0,38.0,7,25,34.815149,134.6853528
air_5485912b44f976de_2017-05-12,20,2017,5,12,4,0,1.0,11.52380952,11.0,35.0,42.0,7,25,34.815149,134.6853528
air_5485912b44f976de_2017-05-13,20,2017,5,13,5,0,3.0,16.225,17.0,29.0,40.0,7,25,34.815149,134.6853528
air_5485912b44f976de_2017-05-14,20,2017,5,14,6,0,2.0,15.35,14.0,37.0,40.0,7,25,34.815149,134.6853528
air_5485912b44f976de_2017-05-15,20,2017,5,15,0,0,1.0,7.230769231,6.5,22.0,26.0,7,25,34.815149,134.6853528
air_5485912b44f976de_2017-05-16,20,2017,5,16,1,0,1.0,8.833333332999999,9.0,20.0,42.0,7,25,34.815149,134.6853528
air_5485912b44f976de_2017-05-17,20,2017,5,17,2,0,1.0,7.952380952,8.0,22.0,21.0,7,25,34.815149,134.6853528
air_5485912b44f976de_2017-05-18,20,2017,5,18,3,0,1.0,9.394736842,7.5,31.0,38.0,7,25,34.815149,134.6853528
air_5485912b44f976de_2017-05-19,20,2017,5,19,4,0,1.0,11.52380952,11.0,35.0,42.0,7,25,34.815149,134.6853528
air_5485912b44f976de_2017-05-20,20,2017,5,20,5,0,3.0,16.225,17.0,29.0,40.0,7,25,34.815149,134.6853528
air_5485912b44f976de_2017-05-21,20,2017,5,21,6,0,2.0,15.35,14.0,37.0,40.0,7,25,34.815149,134.6853528
air_5485912b44f976de_2017-05-22,20,2017,5,22,0,0,1.0,7.230769231,6.5,22.0,26.0,7,25,34.815149,134.6853528
air_5485912b44f976de_2017-05-23,20,2017,5,23,1,0,1.0,8.833333332999999,9.0,20.0,42.0,7,25,34.815149,134.6853528
air_5485912b44f976de_2017-05-24,20,2017,5,24,2,0,1.0,7.952380952,8.0,22.0,21.0,7,25,34.815149,134.6853528
air_5485912b44f976de_2017-05-25,20,2017,5,25,3,0,1.0,9.394736842,7.5,31.0,38.0,7,25,34.815149,134.6853528
air_5485912b44f976de_2017-05-26,20,2017,5,26,4,0,1.0,11.52380952,11.0,35.0,42.0,7,25,34.815149,134.6853528
air_5485912b44f976de_2017-05-27,20,2017,5,27,5,0,3.0,16.225,17.0,29.0,40.0,7,25,34.815149,134.6853528
air_5485912b44f976de_2017-05-28,20,2017,5,28,6,0,2.0,15.35,14.0,37.0,40.0,7,25,34.815149,134.6853528
air_5485912b44f976de_2017-05-29,20,2017,5,29,0,0,1.0,7.230769231,6.5,22.0,26.0,7,25,34.815149,134.6853528
air_5485912b44f976de_2017-05-30,20,2017,5,30,1,0,1.0,8.833333332999999,9.0,20.0,42.0,7,25,34.815149,134.6853528
air_5485912b44f976de_2017-05-31,20,2017,5,31,2,0,1.0,7.952380952,8.0,22.0,21.0,7,25,34.815149,134.6853528
air_54d6c25d33f5260e_2017-04-23,20,2017,4,23,6,0,2.0,17.453125,15.0,57.0,64.0,7,4,33.5615691,130.4264283
air_54d6c25d33f5260e_2017-04-24,20,2017,4,24,0,0,5.0,37.703125,39.0,65.0,64.0,7,4,33.5615691,130.4264283
air_54d6c25d33f5260e_2017-04-25,20,2017,4,25,1,0,4.0,36.56060606,37.0,69.0,66.0,7,4,33.5615691,130.4264283
air_54d6c25d33f5260e_2017-04-26,20,2017,4,26,2,0,8.0,40.37878788,37.5,239.0,66.0,7,4,33.5615691,130.4264283
air_54d6c25d33f5260e_2017-04-27,20,2017,4,27,3,0,5.0,35.17647059,34.0,69.0,68.0,7,4,33.5615691,130.4264283
air_54d6c25d33f5260e_2017-04-28,20,2017,4,28,4,0,7.0,49.82352941,50.0,81.0,68.0,7,4,33.5615691,130.4264283
air_54d6c25d33f5260e_2017-04-29,20,2017,4,29,5,1,9.0,28.68656716,28.0,63.0,67.0,7,4,33.5615691,130.4264283
air_54d6c25d33f5260e_2017-04-30,20,2017,4,30,6,0,2.0,17.453125,15.0,57.0,64.0,7,4,33.5615691,130.4264283
air_54d6c25d33f5260e_2017-05-01,20,2017,5,1,0,0,5.0,37.703125,39.0,65.0,64.0,7,4,33.5615691,130.4264283
air_54d6c25d33f5260e_2017-05-02,20,2017,5,2,1,0,4.0,36.56060606,37.0,69.0,66.0,7,4,33.5615691,130.4264283
air_54d6c25d33f5260e_2017-05-03,20,2017,5,3,2,1,8.0,40.37878788,37.5,239.0,66.0,7,4,33.5615691,130.4264283
air_54d6c25d33f5260e_2017-05-04,20,2017,5,4,3,1,5.0,35.17647059,34.0,69.0,68.0,7,4,33.5615691,130.4264283
air_54d6c25d33f5260e_2017-05-05,20,2017,5,5,4,1,7.0,49.82352941,50.0,81.0,68.0,7,4,33.5615691,130.4264283
air_54d6c25d33f5260e_2017-05-06,20,2017,5,6,5,0,9.0,28.68656716,28.0,63.0,67.0,7,4,33.5615691,130.4264283
air_54d6c25d33f5260e_2017-05-07,20,2017,5,7,6,0,2.0,17.453125,15.0,57.0,64.0,7,4,33.5615691,130.4264283
air_54d6c25d33f5260e_2017-05-08,20,2017,5,8,0,0,5.0,37.703125,39.0,65.0,64.0,7,4,33.5615691,130.4264283
air_54d6c25d33f5260e_2017-05-09,20,2017,5,9,1,0,4.0,36.56060606,37.0,69.0,66.0,7,4,33.5615691,130.4264283
air_54d6c25d33f5260e_2017-05-10,20,2017,5,10,2,0,8.0,40.37878788,37.5,239.0,66.0,7,4,33.5615691,130.4264283
air_54d6c25d33f5260e_2017-05-11,20,2017,5,11,3,0,5.0,35.17647059,34.0,69.0,68.0,7,4,33.5615691,130.4264283
air_54d6c25d33f5260e_2017-05-12,20,2017,5,12,4,0,7.0,49.82352941,50.0,81.0,68.0,7,4,33.5615691,130.4264283
air_54d6c25d33f5260e_2017-05-13,20,2017,5,13,5,0,9.0,28.68656716,28.0,63.0,67.0,7,4,33.5615691,130.4264283
air_54d6c25d33f5260e_2017-05-14,20,2017,5,14,6,0,2.0,17.453125,15.0,57.0,64.0,7,4,33.5615691,130.4264283
air_54d6c25d33f5260e_2017-05-15,20,2017,5,15,0,0,5.0,37.703125,39.0,65.0,64.0,7,4,33.5615691,130.4264283
air_54d6c25d33f5260e_2017-05-16,20,2017,5,16,1,0,4.0,36.56060606,37.0,69.0,66.0,7,4,33.5615691,130.4264283
air_54d6c25d33f5260e_2017-05-17,20,2017,5,17,2,0,8.0,40.37878788,37.5,239.0,66.0,7,4,33.5615691,130.4264283
air_54d6c25d33f5260e_2017-05-18,20,2017,5,18,3,0,5.0,35.17647059,34.0,69.0,68.0,7,4,33.5615691,130.4264283
air_54d6c25d33f5260e_2017-05-19,20,2017,5,19,4,0,7.0,49.82352941,50.0,81.0,68.0,7,4,33.5615691,130.4264283
air_54d6c25d33f5260e_2017-05-20,20,2017,5,20,5,0,9.0,28.68656716,28.0,63.0,67.0,7,4,33.5615691,130.4264283
air_54d6c25d33f5260e_2017-05-21,20,2017,5,21,6,0,2.0,17.453125,15.0,57.0,64.0,7,4,33.5615691,130.4264283
air_54d6c25d33f5260e_2017-05-22,20,2017,5,22,0,0,5.0,37.703125,39.0,65.0,64.0,7,4,33.5615691,130.4264283
air_54d6c25d33f5260e_2017-05-23,20,2017,5,23,1,0,4.0,36.56060606,37.0,69.0,66.0,7,4,33.5615691,130.4264283
air_54d6c25d33f5260e_2017-05-24,20,2017,5,24,2,0,8.0,40.37878788,37.5,239.0,66.0,7,4,33.5615691,130.4264283
air_54d6c25d33f5260e_2017-05-25,20,2017,5,25,3,0,5.0,35.17647059,34.0,69.0,68.0,7,4,33.5615691,130.4264283
air_54d6c25d33f5260e_2017-05-26,20,2017,5,26,4,0,7.0,49.82352941,50.0,81.0,68.0,7,4,33.5615691,130.4264283
air_54d6c25d33f5260e_2017-05-27,20,2017,5,27,5,0,9.0,28.68656716,28.0,63.0,67.0,7,4,33.5615691,130.4264283
air_54d6c25d33f5260e_2017-05-28,20,2017,5,28,6,0,2.0,17.453125,15.0,57.0,64.0,7,4,33.5615691,130.4264283
air_54d6c25d33f5260e_2017-05-29,20,2017,5,29,0,0,5.0,37.703125,39.0,65.0,64.0,7,4,33.5615691,130.4264283
air_54d6c25d33f5260e_2017-05-30,20,2017,5,30,1,0,4.0,36.56060606,37.0,69.0,66.0,7,4,33.5615691,130.4264283
air_54d6c25d33f5260e_2017-05-31,20,2017,5,31,2,0,8.0,40.37878788,37.5,239.0,66.0,7,4,33.5615691,130.4264283
air_54ed43163b7596c4_2017-04-23,20,2017,4,23,6,0,,,,,,7,46,35.6706505,139.7718614
air_54ed43163b7596c4_2017-04-24,20,2017,4,24,0,0,4.0,13.71428571,12.5,30.0,56.0,7,46,35.6706505,139.7718614
air_54ed43163b7596c4_2017-04-25,20,2017,4,25,1,0,2.0,14.140625,15.5,25.0,64.0,7,46,35.6706505,139.7718614
air_54ed43163b7596c4_2017-04-26,20,2017,4,26,2,0,2.0,17.29230769,18.0,31.0,65.0,7,46,35.6706505,139.7718614
air_54ed43163b7596c4_2017-04-27,20,2017,4,27,3,0,5.0,16.62903226,17.0,26.0,62.0,7,46,35.6706505,139.7718614
air_54ed43163b7596c4_2017-04-28,20,2017,4,28,4,0,2.0,20.35384615,21.0,51.0,65.0,7,46,35.6706505,139.7718614
air_54ed43163b7596c4_2017-04-29,20,2017,4,29,5,1,5.0,9.333333332999999,6.0,17.0,3.0,7,46,35.6706505,139.7718614
air_54ed43163b7596c4_2017-04-30,20,2017,4,30,6,0,,,,,,7,46,35.6706505,139.7718614
air_54ed43163b7596c4_2017-05-01,20,2017,5,1,0,0,4.0,13.71428571,12.5,30.0,56.0,7,46,35.6706505,139.7718614
air_54ed43163b7596c4_2017-05-02,20,2017,5,2,1,0,2.0,14.140625,15.5,25.0,64.0,7,46,35.6706505,139.7718614
air_54ed43163b7596c4_2017-05-03,20,2017,5,3,2,1,2.0,17.29230769,18.0,31.0,65.0,7,46,35.6706505,139.7718614
air_54ed43163b7596c4_2017-05-04,20,2017,5,4,3,1,5.0,16.62903226,17.0,26.0,62.0,7,46,35.6706505,139.7718614
air_54ed43163b7596c4_2017-05-05,20,2017,5,5,4,1,2.0,20.35384615,21.0,51.0,65.0,7,46,35.6706505,139.7718614
air_54ed43163b7596c4_2017-05-06,20,2017,5,6,5,0,5.0,9.333333332999999,6.0,17.0,3.0,7,46,35.6706505,139.7718614
air_54ed43163b7596c4_2017-05-07,20,2017,5,7,6,0,,,,,,7,46,35.6706505,139.7718614
air_54ed43163b7596c4_2017-05-08,20,2017,5,8,0,0,4.0,13.71428571,12.5,30.0,56.0,7,46,35.6706505,139.7718614
air_54ed43163b7596c4_2017-05-09,20,2017,5,9,1,0,2.0,14.140625,15.5,25.0,64.0,7,46,35.6706505,139.7718614
air_54ed43163b7596c4_2017-05-10,20,2017,5,10,2,0,2.0,17.29230769,18.0,31.0,65.0,7,46,35.6706505,139.7718614
air_54ed43163b7596c4_2017-05-11,20,2017,5,11,3,0,5.0,16.62903226,17.0,26.0,62.0,7,46,35.6706505,139.7718614
air_54ed43163b7596c4_2017-05-12,20,2017,5,12,4,0,2.0,20.35384615,21.0,51.0,65.0,7,46,35.6706505,139.7718614
air_54ed43163b7596c4_2017-05-13,20,2017,5,13,5,0,5.0,9.333333332999999,6.0,17.0,3.0,7,46,35.6706505,139.7718614
air_54ed43163b7596c4_2017-05-14,20,2017,5,14,6,0,,,,,,7,46,35.6706505,139.7718614
air_54ed43163b7596c4_2017-05-15,20,2017,5,15,0,0,4.0,13.71428571,12.5,30.0,56.0,7,46,35.6706505,139.7718614
air_54ed43163b7596c4_2017-05-16,20,2017,5,16,1,0,2.0,14.140625,15.5,25.0,64.0,7,46,35.6706505,139.7718614
air_54ed43163b7596c4_2017-05-17,20,2017,5,17,2,0,2.0,17.29230769,18.0,31.0,65.0,7,46,35.6706505,139.7718614
air_54ed43163b7596c4_2017-05-18,20,2017,5,18,3,0,5.0,16.62903226,17.0,26.0,62.0,7,46,35.6706505,139.7718614
air_54ed43163b7596c4_2017-05-19,20,2017,5,19,4,0,2.0,20.35384615,21.0,51.0,65.0,7,46,35.6706505,139.7718614
air_54ed43163b7596c4_2017-05-20,20,2017,5,20,5,0,5.0,9.333333332999999,6.0,17.0,3.0,7,46,35.6706505,139.7718614
air_54ed43163b7596c4_2017-05-21,20,2017,5,21,6,0,,,,,,7,46,35.6706505,139.7718614
air_54ed43163b7596c4_2017-05-22,20,2017,5,22,0,0,4.0,13.71428571,12.5,30.0,56.0,7,46,35.6706505,139.7718614
air_54ed43163b7596c4_2017-05-23,20,2017,5,23,1,0,2.0,14.140625,15.5,25.0,64.0,7,46,35.6706505,139.7718614
air_54ed43163b7596c4_2017-05-24,20,2017,5,24,2,0,2.0,17.29230769,18.0,31.0,65.0,7,46,35.6706505,139.7718614
air_54ed43163b7596c4_2017-05-25,20,2017,5,25,3,0,5.0,16.62903226,17.0,26.0,62.0,7,46,35.6706505,139.7718614
air_54ed43163b7596c4_2017-05-26,20,2017,5,26,4,0,2.0,20.35384615,21.0,51.0,65.0,7,46,35.6706505,139.7718614
air_54ed43163b7596c4_2017-05-27,20,2017,5,27,5,0,5.0,9.333333332999999,6.0,17.0,3.0,7,46,35.6706505,139.7718614
air_54ed43163b7596c4_2017-05-28,20,2017,5,28,6,0,,,,,,7,46,35.6706505,139.7718614
air_54ed43163b7596c4_2017-05-29,20,2017,5,29,0,0,4.0,13.71428571,12.5,30.0,56.0,7,46,35.6706505,139.7718614
air_54ed43163b7596c4_2017-05-30,20,2017,5,30,1,0,2.0,14.140625,15.5,25.0,64.0,7,46,35.6706505,139.7718614
air_54ed43163b7596c4_2017-05-31,20,2017,5,31,2,0,2.0,17.29230769,18.0,31.0,65.0,7,46,35.6706505,139.7718614
air_55390f784018349a_2017-04-23,20,2017,4,23,6,0,,,,,,2,62,35.6580681,139.7515992
air_55390f784018349a_2017-04-24,20,2017,4,24,0,0,1.0,33.41666667,35.0,58.0,12.0,2,62,35.6580681,139.7515992
air_55390f784018349a_2017-04-25,20,2017,4,25,1,0,22.0,39.90769231,39.0,57.0,65.0,2,62,35.6580681,139.7515992
air_55390f784018349a_2017-04-26,20,2017,4,26,2,0,23.0,44.0,45.0,66.0,65.0,2,62,35.6580681,139.7515992
air_55390f784018349a_2017-04-27,20,2017,4,27,3,0,22.0,44.71212121,44.0,82.0,66.0,2,62,35.6580681,139.7515992
air_55390f784018349a_2017-04-28,20,2017,4,28,4,0,26.0,43.44615385,44.0,62.0,65.0,2,62,35.6580681,139.7515992
air_55390f784018349a_2017-04-29,20,2017,4,29,5,1,34.0,54.66153846,55.0,80.0,65.0,2,62,35.6580681,139.7515992
air_55390f784018349a_2017-04-30,20,2017,4,30,6,0,,,,,,2,62,35.6580681,139.7515992
air_55390f784018349a_2017-05-01,20,2017,5,1,0,0,1.0,33.41666667,35.0,58.0,12.0,2,62,35.6580681,139.7515992
air_55390f784018349a_2017-05-02,20,2017,5,2,1,0,22.0,39.90769231,39.0,57.0,65.0,2,62,35.6580681,139.7515992
air_55390f784018349a_2017-05-03,20,2017,5,3,2,1,23.0,44.0,45.0,66.0,65.0,2,62,35.6580681,139.7515992
air_55390f784018349a_2017-05-04,20,2017,5,4,3,1,22.0,44.71212121,44.0,82.0,66.0,2,62,35.6580681,139.7515992
air_55390f784018349a_2017-05-05,20,2017,5,5,4,1,26.0,43.44615385,44.0,62.0,65.0,2,62,35.6580681,139.7515992
air_55390f784018349a_2017-05-06,20,2017,5,6,5,0,34.0,54.66153846,55.0,80.0,65.0,2,62,35.6580681,139.7515992
air_55390f784018349a_2017-05-07,20,2017,5,7,6,0,,,,,,2,62,35.6580681,139.7515992
air_55390f784018349a_2017-05-08,20,2017,5,8,0,0,1.0,33.41666667,35.0,58.0,12.0,2,62,35.6580681,139.7515992
air_55390f784018349a_2017-05-09,20,2017,5,9,1,0,22.0,39.90769231,39.0,57.0,65.0,2,62,35.6580681,139.7515992
air_55390f784018349a_2017-05-10,20,2017,5,10,2,0,23.0,44.0,45.0,66.0,65.0,2,62,35.6580681,139.7515992
air_55390f784018349a_2017-05-11,20,2017,5,11,3,0,22.0,44.71212121,44.0,82.0,66.0,2,62,35.6580681,139.7515992
air_55390f784018349a_2017-05-12,20,2017,5,12,4,0,26.0,43.44615385,44.0,62.0,65.0,2,62,35.6580681,139.7515992
air_55390f784018349a_2017-05-13,20,2017,5,13,5,0,34.0,54.66153846,55.0,80.0,65.0,2,62,35.6580681,139.7515992
air_55390f784018349a_2017-05-14,20,2017,5,14,6,0,,,,,,2,62,35.6580681,139.7515992
air_55390f784018349a_2017-05-15,20,2017,5,15,0,0,1.0,33.41666667,35.0,58.0,12.0,2,62,35.6580681,139.7515992
air_55390f784018349a_2017-05-16,20,2017,5,16,1,0,22.0,39.90769231,39.0,57.0,65.0,2,62,35.6580681,139.7515992
air_55390f784018349a_2017-05-17,20,2017,5,17,2,0,23.0,44.0,45.0,66.0,65.0,2,62,35.6580681,139.7515992
air_55390f784018349a_2017-05-18,20,2017,5,18,3,0,22.0,44.71212121,44.0,82.0,66.0,2,62,35.6580681,139.7515992
air_55390f784018349a_2017-05-19,20,2017,5,19,4,0,26.0,43.44615385,44.0,62.0,65.0,2,62,35.6580681,139.7515992
air_55390f784018349a_2017-05-20,20,2017,5,20,5,0,34.0,54.66153846,55.0,80.0,65.0,2,62,35.6580681,139.7515992
air_55390f784018349a_2017-05-21,20,2017,5,21,6,0,,,,,,2,62,35.6580681,139.7515992
air_55390f784018349a_2017-05-22,20,2017,5,22,0,0,1.0,33.41666667,35.0,58.0,12.0,2,62,35.6580681,139.7515992
air_55390f784018349a_2017-05-23,20,2017,5,23,1,0,22.0,39.90769231,39.0,57.0,65.0,2,62,35.6580681,139.7515992
air_55390f784018349a_2017-05-24,20,2017,5,24,2,0,23.0,44.0,45.0,66.0,65.0,2,62,35.6580681,139.7515992
air_55390f784018349a_2017-05-25,20,2017,5,25,3,0,22.0,44.71212121,44.0,82.0,66.0,2,62,35.6580681,139.7515992
air_55390f784018349a_2017-05-26,20,2017,5,26,4,0,26.0,43.44615385,44.0,62.0,65.0,2,62,35.6580681,139.7515992
air_55390f784018349a_2017-05-27,20,2017,5,27,5,0,34.0,54.66153846,55.0,80.0,65.0,2,62,35.6580681,139.7515992
air_55390f784018349a_2017-05-28,20,2017,5,28,6,0,,,,,,2,62,35.6580681,139.7515992
air_55390f784018349a_2017-05-29,20,2017,5,29,0,0,1.0,33.41666667,35.0,58.0,12.0,2,62,35.6580681,139.7515992
air_55390f784018349a_2017-05-30,20,2017,5,30,1,0,22.0,39.90769231,39.0,57.0,65.0,2,62,35.6580681,139.7515992
air_55390f784018349a_2017-05-31,20,2017,5,31,2,0,23.0,44.0,45.0,66.0,65.0,2,62,35.6580681,139.7515992
air_55c3627912b9c849_2017-04-23,20,2017,4,23,6,0,1.0,7.070175439,6.0,20.0,57.0,6,1,33.5913576,130.4148783
air_55c3627912b9c849_2017-04-24,20,2017,4,24,0,0,1.0,7.378787879,6.0,18.0,66.0,6,1,33.5913576,130.4148783
air_55c3627912b9c849_2017-04-25,20,2017,4,25,1,0,2.0,11.23529412,10.0,22.0,68.0,6,1,33.5913576,130.4148783
air_55c3627912b9c849_2017-04-26,20,2017,4,26,2,0,2.0,10.95588235,11.0,24.0,68.0,6,1,33.5913576,130.4148783
air_55c3627912b9c849_2017-04-27,20,2017,4,27,3,0,2.0,12.60294118,12.0,31.0,68.0,6,1,33.5913576,130.4148783
air_55c3627912b9c849_2017-04-28,20,2017,4,28,4,0,3.0,17.44117647,17.0,34.0,68.0,6,1,33.5913576,130.4148783
air_55c3627912b9c849_2017-04-29,20,2017,4,29,5,1,4.0,19.55882353,20.0,38.0,68.0,6,1,33.5913576,130.4148783
air_55c3627912b9c849_2017-04-30,20,2017,4,30,6,0,1.0,7.070175439,6.0,20.0,57.0,6,1,33.5913576,130.4148783
air_55c3627912b9c849_2017-05-01,20,2017,5,1,0,0,1.0,7.378787879,6.0,18.0,66.0,6,1,33.5913576,130.4148783
air_55c3627912b9c849_2017-05-02,20,2017,5,2,1,0,2.0,11.23529412,10.0,22.0,68.0,6,1,33.5913576,130.4148783
air_55c3627912b9c849_2017-05-03,20,2017,5,3,2,1,2.0,10.95588235,11.0,24.0,68.0,6,1,33.5913576,130.4148783
air_55c3627912b9c849_2017-05-04,20,2017,5,4,3,1,2.0,12.60294118,12.0,31.0,68.0,6,1,33.5913576,130.4148783
air_55c3627912b9c849_2017-05-05,20,2017,5,5,4,1,3.0,17.44117647,17.0,34.0,68.0,6,1,33.5913576,130.4148783
