store_id_date,store_id,year,month,day,season,day_of_week,working_day,holiday_flg,genre_name,loc,reserve_visitors,visitors
air_2cee51fa6fdf6c0d_2016-04-29,air_2cee51fa6fdf6c0d,0,4,29,1,5,0,1,12,6,27,44.0
air_2cee51fa6fdf6c0d_2016-04-30,air_2cee51fa6fdf6c0d,0,4,30,1,6,1,0,12,6,10,25.0
air_2cee51fa6fdf6c0d_2016-05-01,air_2cee51fa6fdf6c0d,0,5,1,1,0,1,0,12,6,11,42.0
air_2cee51fa6fdf6c0d_2016-05-02,air_2cee51fa6fdf6c0d,0,5,2,1,1,0,0,12,6,7,9.0
air_2cee51fa6fdf6c0d_2016-05-03,air_2cee51fa6fdf6c0d,0,5,3,1,2,0,1,12,6,13,25.0
air_2cee51fa6fdf6c0d_2016-05-05,air_2cee51fa6fdf6c0d,0,5,5,1,4,0,1,12,6,15,23.0
air_2cee51fa6fdf6c0d_2016-05-07,air_2cee51fa6fdf6c0d,0,5,7,1,6,1,0,12,6,25,42.0
air_2cee51fa6fdf6c0d_2016-05-08,air_2cee51fa6fdf6c0d,0,5,8,1,0,1,0,12,6,10,36.0
air_2cee51fa6fdf6c0d_2016-05-12,air_2cee51fa6fdf6c0d,0,5,12,1,4,0,0,12,6,2,6.0
air_2cee51fa6fdf6c0d_2016-05-14,air_2cee51fa6fdf6c0d,0,5,14,1,6,1,0,12,6,12,37.0
air_2cee51fa6fdf6c0d_2016-05-15,air_2cee51fa6fdf6c0d,0,5,15,1,0,1,0,12,6,24,41.0
air_2cee51fa6fdf6c0d_2016-05-16,air_2cee51fa6fdf6c0d,0,5,16,1,1,0,0,12,6,4,11.0
air_2cee51fa6fdf6c0d_2016-05-17,air_2cee51fa6fdf6c0d,0,5,17,1,2,0,0,12,6,2,10.0
air_2cee51fa6fdf6c0d_2016-05-20,air_2cee51fa6fdf6c0d,0,5,20,1,5,0,0,12,6,5,15.0
air_2cee51fa6fdf6c0d_2016-05-21,air_2cee51fa6fdf6c0d,0,5,21,1,6,1,0,12,6,14,49.0
air_2cee51fa6fdf6c0d_2016-05-22,air_2cee51fa6fdf6c0d,0,5,22,1,0,1,0,12,6,9,46.0
air_2cee51fa6fdf6c0d_2016-05-27,air_2cee51fa6fdf6c0d,0,5,27,1,5,0,0,12,6,11,15.0
air_2cee51fa6fdf6c0d_2016-05-28,air_2cee51fa6fdf6c0d,0,5,28,1,6,1,0,12,6,25,45.0
air_2cee51fa6fdf6c0d_2016-05-29,air_2cee51fa6fdf6c0d,0,5,29,1,0,1,0,12,6,5,36.0
air_2cee51fa6fdf6c0d_2016-06-02,air_2cee51fa6fdf6c0d,0,6,2,2,4,0,0,12,6,4,5.0
air_2cee51fa6fdf6c0d_2016-06-04,air_2cee51fa6fdf6c0d,0,6,4,2,6,1,0,12,6,2,23.0
air_2cee51fa6fdf6c0d_2016-06-05,air_2cee51fa6fdf6c0d,0,6,5,2,0,1,0,12,6,17,46.0
air_2cee51fa6fdf6c0d_2016-06-06,air_2cee51fa6fdf6c0d,0,6,6,2,1,0,0,12,6,2,7.0
air_2cee51fa6fdf6c0d_2016-06-07,air_2cee51fa6fdf6c0d,0,6,7,2,2,0,0,12,6,3,1.0
air_2cee51fa6fdf6c0d_2016-06-10,air_2cee51fa6fdf6c0d,0,6,10,2,5,0,0,12,6,2,7.0
air_2cee51fa6fdf6c0d_2016-06-11,air_2cee51fa6fdf6c0d,0,6,11,2,6,1,0,12,6,6,15.0
air_2cee51fa6fdf6c0d_2016-06-12,air_2cee51fa6fdf6c0d,0,6,12,2,0,1,0,12,6,26,53.0
air_2cee51fa6fdf6c0d_2016-06-18,air_2cee51fa6fdf6c0d,0,6,18,2,6,1,0,12,6,20,36.0
air_2cee51fa6fdf6c0d_2016-06-19,air_2cee51fa6fdf6c0d,0,6,19,2,0,1,0,12,6,17,45.0
air_2cee51fa6fdf6c0d_2016-10-27,air_2cee51fa6fdf6c0d,0,10,27,3,4,0,0,12,6,16,31.0
air_2cee51fa6fdf6c0d_2016-10-28,air_2cee51fa6fdf6c0d,0,10,28,3,5,0,0,12,6,13,7.0
air_2cee51fa6fdf6c0d_2016-10-29,air_2cee51fa6fdf6c0d,0,10,29,3,6,1,0,12,6,17,50.0
air_2cee51fa6fdf6c0d_2016-10-30,air_2cee51fa6fdf6c0d,0,10,30,3,0,1,0,12,6,9,18.0
air_2cee51fa6fdf6c0d_2016-10-31,air_2cee51fa6fdf6c0d,0,10,31,3,1,0,0,12,6,7,12.0
air_2cee51fa6fdf6c0d_2016-11-03,air_2cee51fa6fdf6c0d,0,11,3,3,4,0,1,12,6,16,22.0
air_2cee51fa6fdf6c0d_2016-11-04,air_2cee51fa6fdf6c0d,0,11,4,3,5,0,0,12,6,7,12.0
air_2cee51fa6fdf6c0d_2016-11-05,air_2cee51fa6fdf6c0d,0,11,5,3,6,1,0,12,6,13,33.0
air_2cee51fa6fdf6c0d_2016-11-06,air_2cee51fa6fdf6c0d,0,11,6,3,0,1,0,12,6,12,31.0
air_2cee51fa6fdf6c0d_2016-11-07,air_2cee51fa6fdf6c0d,0,11,7,3,1,0,0,12,6,18,19.0
air_2cee51fa6fdf6c0d_2016-11-08,air_2cee51fa6fdf6c0d,0,11,8,3,2,0,0,12,6,2,8.0
air_2cee51fa6fdf6c0d_2016-11-10,air_2cee51fa6fdf6c0d,0,11,10,3,4,0,0,12,6,7,11.0
air_2cee51fa6fdf6c0d_2016-11-11,air_2cee51fa6fdf6c0d,0,11,11,3,5,0,0,12,6,9,10.0
air_2cee51fa6fdf6c0d_2016-11-12,air_2cee51fa6fdf6c0d,0,11,12,3,6,1,0,12,6,21,41.0
air_2cee51fa6fdf6c0d_2016-11-13,air_2cee51fa6fdf6c0d,0,11,13,3,0,1,0,12,6,10,21.0
air_2cee51fa6fdf6c0d_2016-11-14,air_2cee51fa6fdf6c0d,0,11,14,3,1,0,0,12,6,8,16.0
air_2cee51fa6fdf6c0d_2016-11-15,air_2cee51fa6fdf6c0d,0,11,15,3,2,0,0,12,6,4,11.0
air_2cee51fa6fdf6c0d_2016-11-17,air_2cee51fa6fdf6c0d,0,11,17,3,4,0,0,12,6,4,10.0
air_2cee51fa6fdf6c0d_2016-11-18,air_2cee51fa6fdf6c0d,0,11,18,3,5,0,0,12,6,9,12.0
air_2cee51fa6fdf6c0d_2016-11-19,air_2cee51fa6fdf6c0d,0,11,19,3,6,1,0,12,6,21,41.0
air_2cee51fa6fdf6c0d_2016-11-20,air_2cee51fa6fdf6c0d,0,11,20,3,0,1,0,12,6,5,32.0
air_2cee51fa6fdf6c0d_2016-11-21,air_2cee51fa6fdf6c0d,0,11,21,3,1,0,0,12,6,2,8.0
air_2cee51fa6fdf6c0d_2016-11-22,air_2cee51fa6fdf6c0d,0,11,22,3,2,0,0,12,6,3,17.0
air_2cee51fa6fdf6c0d_2016-11-24,air_2cee51fa6fdf6c0d,0,11,24,3,4,0,0,12,6,13,13.0
air_2cee51fa6fdf6c0d_2016-11-25,air_2cee51fa6fdf6c0d,0,11,25,3,5,0,0,12,6,7,17.0
air_2cee51fa6fdf6c0d_2016-11-26,air_2cee51fa6fdf6c0d,0,11,26,3,6,1,0,12,6,6,14.0
air_2cee51fa6fdf6c0d_2016-11-27,air_2cee51fa6fdf6c0d,0,11,27,3,0,1,0,12,6,22,47.0
air_2cee51fa6fdf6c0d_2016-11-28,air_2cee51fa6fdf6c0d,0,11,28,3,1,0,0,12,6,13,22.0
air_2cee51fa6fdf6c0d_2016-11-29,air_2cee51fa6fdf6c0d,0,11,29,3,2,0,0,12,6,9,15.0
air_2cee51fa6fdf6c0d_2016-12-02,air_2cee51fa6fdf6c0d,0,12,2,0,5,0,0,12,6,10,12.0
air_2cee51fa6fdf6c0d_2016-12-03,air_2cee51fa6fdf6c0d,0,12,3,0,6,1,0,12,6,6,25.0
air_2cee51fa6fdf6c0d_2016-12-04,air_2cee51fa6fdf6c0d,0,12,4,0,0,1,0,12,6,14,40.0
air_2cee51fa6fdf6c0d_2016-12-05,air_2cee51fa6fdf6c0d,0,12,5,0,1,0,0,12,6,3,6.0
air_2cee51fa6fdf6c0d_2016-12-06,air_2cee51fa6fdf6c0d,0,12,6,0,2,0,0,12,6,2,1.0
air_2cee51fa6fdf6c0d_2016-12-08,air_2cee51fa6fdf6c0d,0,12,8,0,4,0,0,12,6,14,22.0
air_2cee51fa6fdf6c0d_2016-12-09,air_2cee51fa6fdf6c0d,0,12,9,0,5,0,0,12,6,6,23.0
air_2cee51fa6fdf6c0d_2016-12-10,air_2cee51fa6fdf6c0d,0,12,10,0,6,1,0,12,6,27,37.0
air_2cee51fa6fdf6c0d_2016-12-11,air_2cee51fa6fdf6c0d,0,12,11,0,0,1,0,12,6,16,35.0
air_2cee51fa6fdf6c0d_2016-12-12,air_2cee51fa6fdf6c0d,0,12,12,0,1,0,0,12,6,6,15.0
air_2cee51fa6fdf6c0d_2016-12-13,air_2cee51fa6fdf6c0d,0,12,13,0,2,0,0,12,6,11,14.0
air_2cee51fa6fdf6c0d_2016-12-16,air_2cee51fa6fdf6c0d,0,12,16,0,5,0,0,12,6,11,22.0
air_2cee51fa6fdf6c0d_2016-12-17,air_2cee51fa6fdf6c0d,0,12,17,0,6,1,0,12,6,31,50.0
air_2cee51fa6fdf6c0d_2016-12-18,air_2cee51fa6fdf6c0d,0,12,18,0,0,1,0,12,6,37,62.0
air_2cee51fa6fdf6c0d_2016-12-19,air_2cee51fa6fdf6c0d,0,12,19,0,1,0,0,12,6,9,17.0
air_2cee51fa6fdf6c0d_2016-12-20,air_2cee51fa6fdf6c0d,0,12,20,0,2,0,0,12,6,10,21.0
air_2cee51fa6fdf6c0d_2016-12-22,air_2cee51fa6fdf6c0d,0,12,22,0,4,0,0,12,6,11,25.0
air_2cee51fa6fdf6c0d_2016-12-23,air_2cee51fa6fdf6c0d,0,12,23,0,5,0,1,12,6,22,29.0
air_2cee51fa6fdf6c0d_2016-12-24,air_2cee51fa6fdf6c0d,0,12,24,0,6,1,0,12,6,33,43.0
air_2cee51fa6fdf6c0d_2016-12-25,air_2cee51fa6fdf6c0d,0,12,25,0,0,1,0,12,6,20,22.0
air_2cee51fa6fdf6c0d_2016-12-26,air_2cee51fa6fdf6c0d,0,12,26,0,1,0,0,12,6,6,9.0
air_2cee51fa6fdf6c0d_2016-12-27,air_2cee51fa6fdf6c0d,0,12,27,0,2,0,0,12,6,6,20.0
air_2cee51fa6fdf6c0d_2017-01-05,air_2cee51fa6fdf6c0d,1,1,5,0,4,0,0,12,6,18,18.0
air_2cee51fa6fdf6c0d_2017-01-07,air_2cee51fa6fdf6c0d,1,1,7,0,6,1,0,12,6,9,20.0
air_2cee51fa6fdf6c0d_2017-01-08,air_2cee51fa6fdf6c0d,1,1,8,0,0,1,0,12,6,18,39.0
air_2cee51fa6fdf6c0d_2017-01-09,air_2cee51fa6fdf6c0d,1,1,9,0,1,0,1,12,6,6,20.0
air_2cee51fa6fdf6c0d_2017-01-10,air_2cee51fa6fdf6c0d,1,1,10,0,2,0,0,12,6,6,12.0
air_2cee51fa6fdf6c0d_2017-01-12,air_2cee51fa6fdf6c0d,1,1,12,0,4,0,0,12,6,4,4.0
air_2cee51fa6fdf6c0d_2017-01-13,air_2cee51fa6fdf6c0d,1,1,13,0,5,0,0,12,6,4,5.0
air_2cee51fa6fdf6c0d_2017-01-14,air_2cee51fa6fdf6c0d,1,1,14,0,6,1,0,12,6,12,45.0
air_2cee51fa6fdf6c0d_2017-01-15,air_2cee51fa6fdf6c0d,1,1,15,0,0,1,0,12,6,5,30.0
air_2cee51fa6fdf6c0d_2017-01-19,air_2cee51fa6fdf6c0d,1,1,19,0,4,0,0,12,6,5,22.0
air_2cee51fa6fdf6c0d_2017-01-20,air_2cee51fa6fdf6c0d,1,1,20,0,5,0,0,12,6,20,22.0
air_2cee51fa6fdf6c0d_2017-01-21,air_2cee51fa6fdf6c0d,1,1,21,0,6,1,0,12,6,16,39.0
air_2cee51fa6fdf6c0d_2017-01-22,air_2cee51fa6fdf6c0d,1,1,22,0,0,1,0,12,6,22,37.0
air_2cee51fa6fdf6c0d_2017-01-23,air_2cee51fa6fdf6c0d,1,1,23,0,1,0,0,12,6,2,12.0
air_2cee51fa6fdf6c0d_2017-01-24,air_2cee51fa6fdf6c0d,1,1,24,0,2,0,0,12,6,8,12.0
air_2cee51fa6fdf6c0d_2017-01-26,air_2cee51fa6fdf6c0d,1,1,26,0,4,0,0,12,6,7,14.0
air_2cee51fa6fdf6c0d_2017-01-27,air_2cee51fa6fdf6c0d,1,1,27,0,5,0,0,12,6,8,18.0
air_2cee51fa6fdf6c0d_2017-01-28,air_2cee51fa6fdf6c0d,1,1,28,0,6,1,0,12,6,16,20.0
air_2cee51fa6fdf6c0d_2017-01-29,air_2cee51fa6fdf6c0d,1,1,29,0,0,1,0,12,6,11,21.0
air_2cee51fa6fdf6c0d_2017-01-30,air_2cee51fa6fdf6c0d,1,1,30,0,1,0,0,12,6,4,11.0
air_2cee51fa6fdf6c0d_2017-01-31,air_2cee51fa6fdf6c0d,1,1,31,0,2,0,0,12,6,3,12.0
air_2cee51fa6fdf6c0d_2017-02-02,air_2cee51fa6fdf6c0d,1,2,2,0,4,0,0,12,6,4,8.0
air_2cee51fa6fdf6c0d_2017-02-03,air_2cee51fa6fdf6c0d,1,2,3,0,5,0,0,12,6,4,11.0
air_2cee51fa6fdf6c0d_2017-02-04,air_2cee51fa6fdf6c0d,1,2,4,0,6,1,0,12,6,22,35.0
air_2cee51fa6fdf6c0d_2017-02-05,air_2cee51fa6fdf6c0d,1,2,5,0,0,1,0,12,6,27,31.0
air_2cee51fa6fdf6c0d_2017-02-06,air_2cee51fa6fdf6c0d,1,2,6,0,1,0,0,12,6,2,8.0
air_2cee51fa6fdf6c0d_2017-02-07,air_2cee51fa6fdf6c0d,1,2,7,0,2,0,0,12,6,4,5.0
air_2cee51fa6fdf6c0d_2017-02-10,air_2cee51fa6fdf6c0d,1,2,10,0,5,0,0,12,6,12,19.0
air_2cee51fa6fdf6c0d_2017-02-11,air_2cee51fa6fdf6c0d,1,2,11,0,6,1,1,12,6,24,39.0
air_2cee51fa6fdf6c0d_2017-02-12,air_2cee51fa6fdf6c0d,1,2,12,0,0,1,0,12,6,17,20.0
air_2cee51fa6fdf6c0d_2017-02-13,air_2cee51fa6fdf6c0d,1,2,13,0,1,0,0,12,6,3,7.0
air_2cee51fa6fdf6c0d_2017-02-14,air_2cee51fa6fdf6c0d,1,2,14,0,2,0,0,12,6,2,12.0
air_2cee51fa6fdf6c0d_2017-02-16,air_2cee51fa6fdf6c0d,1,2,16,0,4,0,0,12,6,2,3.0
air_2cee51fa6fdf6c0d_2017-02-17,air_2cee51fa6fdf6c0d,1,2,17,0,5,0,0,12,6,17,23.0
air_2cee51fa6fdf6c0d_2017-02-18,air_2cee51fa6fdf6c0d,1,2,18,0,6,1,0,12,6,9,25.0
air_2cee51fa6fdf6c0d_2017-02-19,air_2cee51fa6fdf6c0d,1,2,19,0,0,1,0,12,6,20,39.0
air_2cee51fa6fdf6c0d_2017-02-23,air_2cee51fa6fdf6c0d,1,2,23,0,4,0,0,12,6,2,10.0
air_2cee51fa6fdf6c0d_2017-02-24,air_2cee51fa6fdf6c0d,1,2,24,0,5,0,0,12,6,3,22.0
air_2cee51fa6fdf6c0d_2017-02-25,air_2cee51fa6fdf6c0d,1,2,25,0,6,1,0,12,6,39,45.0
air_2cee51fa6fdf6c0d_2017-02-26,air_2cee51fa6fdf6c0d,1,2,26,0,0,1,0,12,6,8,30.0
air_2cee51fa6fdf6c0d_2017-02-27,air_2cee51fa6fdf6c0d,1,2,27,0,1,0,0,12,6,11,13.0
air_2cee51fa6fdf6c0d_2017-02-28,air_2cee51fa6fdf6c0d,1,2,28,0,2,0,0,12,6,5,7.0
air_2cee51fa6fdf6c0d_2017-03-02,air_2cee51fa6fdf6c0d,1,3,2,1,4,0,0,12,6,2,10.0
air_2cee51fa6fdf6c0d_2017-03-03,air_2cee51fa6fdf6c0d,1,3,3,1,5,0,0,12,6,14,23.0
air_2cee51fa6fdf6c0d_2017-03-04,air_2cee51fa6fdf6c0d,1,3,4,1,6,1,0,12,6,30,45.0
air_2cee51fa6fdf6c0d_2017-03-05,air_2cee51fa6fdf6c0d,1,3,5,1,0,1,0,12,6,22,36.0
air_2cee51fa6fdf6c0d_2017-03-06,air_2cee51fa6fdf6c0d,1,3,6,1,1,0,0,12,6,7,7.0
air_2cee51fa6fdf6c0d_2017-03-07,air_2cee51fa6fdf6c0d,1,3,7,1,2,0,0,12,6,6,13.0
air_2cee51fa6fdf6c0d_2017-03-09,air_2cee51fa6fdf6c0d,1,3,9,1,4,0,0,12,6,4,10.0
air_2cee51fa6fdf6c0d_2017-03-10,air_2cee51fa6fdf6c0d,1,3,10,1,5,0,0,12,6,9,17.0
air_2cee51fa6fdf6c0d_2017-03-11,air_2cee51fa6fdf6c0d,1,3,11,1,6,1,0,12,6,14,44.0
air_2cee51fa6fdf6c0d_2017-03-12,air_2cee51fa6fdf6c0d,1,3,12,1,0,1,0,12,6,7,51.0
air_2cee51fa6fdf6c0d_2017-03-13,air_2cee51fa6fdf6c0d,1,3,13,1,1,0,0,12,6,6,12.0
air_2cee51fa6fdf6c0d_2017-03-14,air_2cee51fa6fdf6c0d,1,3,14,1,2,0,0,12,6,7,12.0
air_2cee51fa6fdf6c0d_2017-03-16,air_2cee51fa6fdf6c0d,1,3,16,1,4,0,0,12,6,7,13.0
air_2cee51fa6fdf6c0d_2017-03-17,air_2cee51fa6fdf6c0d,1,3,17,1,5,0,0,12,6,4,14.0
air_2cee51fa6fdf6c0d_2017-03-18,air_2cee51fa6fdf6c0d,1,3,18,1,6,1,0,12,6,12,46.0
air_2cee51fa6fdf6c0d_2017-03-19,air_2cee51fa6fdf6c0d,1,3,19,1,0,1,0,12,6,18,47.0
air_2cee51fa6fdf6c0d_2017-03-20,air_2cee51fa6fdf6c0d,1,3,20,1,1,0,1,12,6,27,40.0
air_2cee51fa6fdf6c0d_2017-03-23,air_2cee51fa6fdf6c0d,1,3,23,1,4,0,0,12,6,14,16.0
air_2cee51fa6fdf6c0d_2017-03-24,air_2cee51fa6fdf6c0d,1,3,24,1,5,0,0,12,6,11,15.0
air_2cee51fa6fdf6c0d_2017-03-25,air_2cee51fa6fdf6c0d,1,3,25,1,6,1,0,12,6,16,23.0
air_2cee51fa6fdf6c0d_2017-03-26,air_2cee51fa6fdf6c0d,1,3,26,1,0,1,0,12,6,10,22.0
air_2cee51fa6fdf6c0d_2017-03-27,air_2cee51fa6fdf6c0d,1,3,27,1,1,0,0,12,6,8,10.0
air_2cee51fa6fdf6c0d_2017-03-30,air_2cee51fa6fdf6c0d,1,3,30,1,4,0,0,12,6,8,17.0
air_2cee51fa6fdf6c0d_2017-03-31,air_2cee51fa6fdf6c0d,1,3,31,1,5,0,0,12,6,2,9.0
air_2cee51fa6fdf6c0d_2017-04-01,air_2cee51fa6fdf6c0d,1,4,1,1,6,1,0,12,6,12,28.0
air_2cee51fa6fdf6c0d_2017-04-02,air_2cee51fa6fdf6c0d,1,4,2,1,0,1,0,12,6,26,48.0
air_2cee51fa6fdf6c0d_2017-04-06,air_2cee51fa6fdf6c0d,1,4,6,1,4,0,0,12,6,4,4.0
air_2cee51fa6fdf6c0d_2017-04-07,air_2cee51fa6fdf6c0d,1,4,7,1,5,0,0,12,6,3,9.0
air_2cee51fa6fdf6c0d_2017-04-08,air_2cee51fa6fdf6c0d,1,4,8,1,6,1,0,12,6,14,33.0
air_2cee51fa6fdf6c0d_2017-04-09,air_2cee51fa6fdf6c0d,1,4,9,1,0,1,0,12,6,7,33.0
air_2cee51fa6fdf6c0d_2017-04-10,air_2cee51fa6fdf6c0d,1,4,10,1,1,0,0,12,6,2,5.0
air_2cee51fa6fdf6c0d_2017-04-13,air_2cee51fa6fdf6c0d,1,4,13,1,4,0,0,12,6,5,7.0
air_2cee51fa6fdf6c0d_2017-04-14,air_2cee51fa6fdf6c0d,1,4,14,1,5,0,0,12,6,9,21.0
air_2cee51fa6fdf6c0d_2017-04-15,air_2cee51fa6fdf6c0d,1,4,15,1,6,1,0,12,6,13,15.0
air_2cee51fa6fdf6c0d_2017-04-16,air_2cee51fa6fdf6c0d,1,4,16,1,0,1,0,12,6,16,30.0
air_2cee51fa6fdf6c0d_2017-04-17,air_2cee51fa6fdf6c0d,1,4,17,1,1,0,0,12,6,2,4.0
air_2cee51fa6fdf6c0d_2017-04-20,air_2cee51fa6fdf6c0d,1,4,20,1,4,0,0,12,6,8,12.0
air_2cee51fa6fdf6c0d_2017-04-21,air_2cee51fa6fdf6c0d,1,4,21,1,5,0,0,12,6,11,8.0
air_2cee51fa6fdf6c0d_2017-04-22,air_2cee51fa6fdf6c0d,1,4,22,1,6,1,0,12,6,15,41.0
air_2cee51fa6fdf6c0d_2017-04-23,air_2cee51fa6fdf6c0d,1,4,23,1,0,1,0,12,6,11,
air_2cee51fa6fdf6c0d_2017-04-28,air_2cee51fa6fdf6c0d,1,4,28,1,5,0,0,12,6,3,
air_2cee51fa6fdf6c0d_2017-04-29,air_2cee51fa6fdf6c0d,1,4,29,1,6,1,1,12,6,5,
air_2cee51fa6fdf6c0d_2017-04-30,air_2cee51fa6fdf6c0d,1,4,30,1,0,1,0,12,6,2,
air_2cee51fa6fdf6c0d_2017-05-02,air_2cee51fa6fdf6c0d,1,5,2,1,2,0,0,12,6,9,
air_2cee51fa6fdf6c0d_2017-05-05,air_2cee51fa6fdf6c0d,1,5,5,1,5,0,1,12,6,6,
air_2cee51fa6fdf6c0d_2017-05-06,air_2cee51fa6fdf6c0d,1,5,6,1,6,1,0,12,6,2,
air_2cee51fa6fdf6c0d_2017-05-07,air_2cee51fa6fdf6c0d,1,5,7,1,0,1,0,12,6,2,
air_2d3afcb91762fe01_2016-01-04,air_2d3afcb91762fe01,0,1,4,0,1,0,0,7,2,13,67.0
air_2d3afcb91762fe01_2016-01-05,air_2d3afcb91762fe01,0,1,5,0,2,0,0,7,2,8,37.0
air_2d3afcb91762fe01_2016-01-06,air_2d3afcb91762fe01,0,1,6,0,3,0,0,7,2,32,52.0
air_2d3afcb91762fe01_2016-01-07,air_2d3afcb91762fe01,0,1,7,0,4,0,0,7,2,4,15.0
air_2d3afcb91762fe01_2016-01-08,air_2d3afcb91762fe01,0,1,8,0,5,0,0,7,2,5,21.0
air_2d3afcb91762fe01_2016-01-09,air_2d3afcb91762fe01,0,1,9,0,6,1,0,7,2,19,46.0
air_2d3afcb91762fe01_2016-01-12,air_2d3afcb91762fe01,0,1,12,0,2,0,0,7,2,9,19.0
air_2d3afcb91762fe01_2016-01-13,air_2d3afcb91762fe01,0,1,13,0,3,0,0,7,2,16,33.0
air_2d3afcb91762fe01_2016-01-14,air_2d3afcb91762fe01,0,1,14,0,4,0,0,7,2,17,26.0
air_2d3afcb91762fe01_2016-01-15,air_2d3afcb91762fe01,0,1,15,0,5,0,0,7,2,30,56.0
air_2d3afcb91762fe01_2016-01-16,air_2d3afcb91762fe01,0,1,16,0,6,1,0,7,2,24,51.0
air_2d3afcb91762fe01_2016-01-18,air_2d3afcb91762fe01,0,1,18,0,1,0,0,7,2,2,15.0
air_2d3afcb91762fe01_2016-01-19,air_2d3afcb91762fe01,0,1,19,0,2,0,0,7,2,15,36.0
air_2d3afcb91762fe01_2016-01-20,air_2d3afcb91762fe01,0,1,20,0,3,0,0,7,2,10,26.0
air_2d3afcb91762fe01_2016-01-21,air_2d3afcb91762fe01,0,1,21,0,4,0,0,7,2,11,28.0
air_2d3afcb91762fe01_2016-01-22,air_2d3afcb91762fe01,0,1,22,0,5,0,0,7,2,8,38.0
air_2d3afcb91762fe01_2016-01-23,air_2d3afcb91762fe01,0,1,23,0,6,1,0,7,2,7,19.0
air_2d3afcb91762fe01_2016-01-25,air_2d3afcb91762fe01,0,1,25,0,1,0,0,7,2,14,35.0
air_2d3afcb91762fe01_2016-01-26,air_2d3afcb91762fe01,0,1,26,0,2,0,0,7,2,24,33.0
air_2d3afcb91762fe01_2016-01-27,air_2d3afcb91762fe01,0,1,27,0,3,0,0,7,2,29,51.0
air_2d3afcb91762fe01_2016-01-28,air_2d3afcb91762fe01,0,1,28,0,4,0,0,7,2,20,35.0
air_2d3afcb91762fe01_2016-01-29,air_2d3afcb91762fe01,0,1,29,0,5,0,0,7,2,10,22.0
air_2d3afcb91762fe01_2016-01-30,air_2d3afcb91762fe01,0,1,30,0,6,1,0,7,2,20,30.0
air_2d3afcb91762fe01_2016-02-01,air_2d3afcb91762fe01,0,2,1,0,1,0,0,7,2,5,34.0
air_2d3afcb91762fe01_2016-02-02,air_2d3afcb91762fe01,0,2,2,0,2,0,0,7,2,4,23.0
air_2d3afcb91762fe01_2016-02-03,air_2d3afcb91762fe01,0,2,3,0,3,0,0,7,2,22,72.0
air_2d3afcb91762fe01_2016-02-04,air_2d3afcb91762fe01,0,2,4,0,4,0,0,7,2,10,41.0
air_2d3afcb91762fe01_2016-02-05,air_2d3afcb91762fe01,0,2,5,0,5,0,0,7,2,14,37.0
air_2d3afcb91762fe01_2016-02-06,air_2d3afcb91762fe01,0,2,6,0,6,1,0,7,2,7,41.0
air_2d3afcb91762fe01_2016-02-08,air_2d3afcb91762fe01,0,2,8,0,1,0,0,7,2,14,23.0
air_2d3afcb91762fe01_2016-02-09,air_2d3afcb91762fe01,0,2,9,0,2,0,0,7,2,9,45.0
air_2d3afcb91762fe01_2016-02-10,air_2d3afcb91762fe01,0,2,10,0,3,0,0,7,2,18,36.0
air_2d3afcb91762fe01_2016-02-11,air_2d3afcb91762fe01,0,2,11,0,4,0,1,7,2,4,38.0
air_2d3afcb91762fe01_2016-02-12,air_2d3afcb91762fe01,0,2,12,0,5,0,0,7,2,21,30.0
air_2d3afcb91762fe01_2016-02-13,air_2d3afcb91762fe01,0,2,13,0,6,1,0,7,2,19,59.0
air_2d3afcb91762fe01_2016-02-15,air_2d3afcb91762fe01,0,2,15,0,1,0,0,7,2,19,32.0
air_2d3afcb91762fe01_2016-02-16,air_2d3afcb91762fe01,0,2,16,0,2,0,0,7,2,13,29.0
air_2d3afcb91762fe01_2016-02-17,air_2d3afcb91762fe01,0,2,17,0,3,0,0,7,2,8,27.0
air_2d3afcb91762fe01_2016-02-18,air_2d3afcb91762fe01,0,2,18,0,4,0,0,7,2,14,41.0
air_2d3afcb91762fe01_2016-02-19,air_2d3afcb91762fe01,0,2,19,0,5,0,0,7,2,15,36.0
air_2d3afcb91762fe01_2016-02-20,air_2d3afcb91762fe01,0,2,20,0,6,1,0,7,2,13,39.0
air_2d3afcb91762fe01_2016-02-22,air_2d3afcb91762fe01,0,2,22,0,1,0,0,7,2,7,33.0
air_2d3afcb91762fe01_2016-02-23,air_2d3afcb91762fe01,0,2,23,0,2,0,0,7,2,6,31.0
air_2d3afcb91762fe01_2016-02-24,air_2d3afcb91762fe01,0,2,24,0,3,0,0,7,2,13,28.0
air_2d3afcb91762fe01_2016-02-25,air_2d3afcb91762fe01,0,2,25,0,4,0,0,7,2,22,35.0
air_2d3afcb91762fe01_2016-02-26,air_2d3afcb91762fe01,0,2,26,0,5,0,0,7,2,16,36.0
air_2d3afcb91762fe01_2016-02-27,air_2d3afcb91762fe01,0,2,27,0,6,1,0,7,2,10,44.0
air_2d3afcb91762fe01_2016-02-29,air_2d3afcb91762fe01,0,2,29,0,1,0,0,7,2,10,18.0
air_2d3afcb91762fe01_2016-03-01,air_2d3afcb91762fe01,0,3,1,1,2,0,0,7,2,14,35.0
air_2d3afcb91762fe01_2016-03-02,air_2d3afcb91762fe01,0,3,2,1,3,0,0,7,2,5,26.0
