id,visitors,calendar_date,air_store_id,dow,year,month,min_visitors,mean_visitors,median_visitors,max_visitors,count_observations,air_genre_name,air_area_name,latitude,longitude
air_25c583983246b7b0_2017-05-08,20,5/8/2017,air_25c583983246b7b0,0,2017,5,1,11.66666667,10.5,35,24,4,0,33.5892157,130.3928134
air_25c583983246b7b0_2017-05-09,20,5/9/2017,air_25c583983246b7b0,1,2017,5,2,14.51724138,13,33,29,4,0,33.5892157,130.3928134
air_25c583983246b7b0_2017-05-10,20,5/10/2017,air_25c583983246b7b0,2,2017,5,1,18.9375,19.5,59,32,4,0,33.5892157,130.3928134
air_25c583983246b7b0_2017-05-11,20,5/11/2017,air_25c583983246b7b0,3,2017,5,1,23,15,96,31,4,0,33.5892157,130.3928134
air_25c583983246b7b0_2017-05-12,20,5/12/2017,air_25c583983246b7b0,4,2017,5,3,24.58064516,24,49,31,4,0,33.5892157,130.3928134
air_25c583983246b7b0_2017-05-13,20,5/13/2017,air_25c583983246b7b0,5,2017,5,5,34.93333333,33,89,30,4,0,33.5892157,130.3928134
air_25c583983246b7b0_2017-05-14,20,5/14/2017,air_25c583983246b7b0,6,2017,5,7,16.92,14,40,25,4,0,33.5892157,130.3928134
air_25c583983246b7b0_2017-05-15,20,5/15/2017,air_25c583983246b7b0,0,2017,5,1,11.66666667,10.5,35,24,4,0,33.5892157,130.3928134
air_25c583983246b7b0_2017-05-16,20,5/16/2017,air_25c583983246b7b0,1,2017,5,2,14.51724138,13,33,29,4,0,33.5892157,130.3928134
air_25c583983246b7b0_2017-05-17,20,5/17/2017,air_25c583983246b7b0,2,2017,5,1,18.9375,19.5,59,32,4,0,33.5892157,130.3928134
air_25c583983246b7b0_2017-05-18,20,5/18/2017,air_25c583983246b7b0,3,2017,5,1,23,15,96,31,4,0,33.5892157,130.3928134
air_25c583983246b7b0_2017-05-19,20,5/19/2017,air_25c583983246b7b0,4,2017,5,3,24.58064516,24,49,31,4,0,33.5892157,130.3928134
air_25c583983246b7b0_2017-05-20,20,5/20/2017,air_25c583983246b7b0,5,2017,5,5,34.93333333,33,89,30,4,0,33.5892157,130.3928134
air_25c583983246b7b0_2017-05-21,20,5/21/2017,air_25c583983246b7b0,6,2017,5,7,16.92,14,40,25,4,0,33.5892157,130.3928134
air_25c583983246b7b0_2017-05-22,20,5/22/2017,air_25c583983246b7b0,0,2017,5,1,11.66666667,10.5,35,24,4,0,33.5892157,130.3928134
air_25c583983246b7b0_2017-05-23,20,5/23/2017,air_25c583983246b7b0,1,2017,5,2,14.51724138,13,33,29,4,0,33.5892157,130.3928134
air_25c583983246b7b0_2017-05-24,20,5/24/2017,air_25c583983246b7b0,2,2017,5,1,18.9375,19.5,59,32,4,0,33.5892157,130.3928134
air_25c583983246b7b0_2017-05-25,20,5/25/2017,air_25c583983246b7b0,3,2017,5,1,23,15,96,31,4,0,33.5892157,130.3928134
air_25c583983246b7b0_2017-05-26,20,5/26/2017,air_25c583983246b7b0,4,2017,5,3,24.58064516,24,49,31,4,0,33.5892157,130.3928134
air_25c583983246b7b0_2017-05-27,20,5/27/2017,air_25c583983246b7b0,5,2017,5,5,34.93333333,33,89,30,4,0,33.5892157,130.3928134
air_25c583983246b7b0_2017-05-28,20,5/28/2017,air_25c583983246b7b0,6,2017,5,7,16.92,14,40,25,4,0,33.5892157,130.3928134
air_25c583983246b7b0_2017-05-29,20,5/29/2017,air_25c583983246b7b0,0,2017,5,1,11.66666667,10.5,35,24,4,0,33.5892157,130.3928134
air_25c583983246b7b0_2017-05-30,20,5/30/2017,air_25c583983246b7b0,1,2017,5,2,14.51724138,13,33,29,4,0,33.5892157,130.3928134
air_25c583983246b7b0_2017-05-31,20,5/31/2017,air_25c583983246b7b0,2,2017,5,1,18.9375,19.5,59,32,4,0,33.5892157,130.3928134
air_25d8e5cc57dd87d9_2017-04-23,20,4/23/2017,air_25d8e5cc57dd87d9,6,2017,4,1,17.9375,17.5,44,48,12,74,35.6617773,139.7040506
air_25d8e5cc57dd87d9_2017-04-24,20,4/24/2017,air_25d8e5cc57dd87d9,0,2017,4,5,20.4,20,40,55,12,74,35.6617773,139.7040506
air_25d8e5cc57dd87d9_2017-04-25,20,4/25/2017,air_25d8e5cc57dd87d9,1,2017,4,4,24.62903226,25,56,62,12,74,35.6617773,139.7040506
air_25d8e5cc57dd87d9_2017-04-26,20,4/26/2017,air_25d8e5cc57dd87d9,2,2017,4,5,23.71875,24,44,64,12,74,35.6617773,139.7040506
air_25d8e5cc57dd87d9_2017-04-27,20,4/27/2017,air_25d8e5cc57dd87d9,3,2017,4,1,22.90769231,25,42,65,12,74,35.6617773,139.7040506
air_25d8e5cc57dd87d9_2017-04-28,20,4/28/2017,air_25d8e5cc57dd87d9,4,2017,4,1,29.5942029,31,57,69,12,74,35.6617773,139.7040506
air_25d8e5cc57dd87d9_2017-04-29,20,4/29/2017,air_25d8e5cc57dd87d9,5,2017,4,1,24.55384615,24,46,65,12,74,35.6617773,139.7040506
air_25d8e5cc57dd87d9_2017-04-30,20,4/30/2017,air_25d8e5cc57dd87d9,6,2017,4,1,17.9375,17.5,44,48,12,74,35.6617773,139.7040506
air_25d8e5cc57dd87d9_2017-05-01,20,5/1/2017,air_25d8e5cc57dd87d9,0,2017,5,5,20.4,20,40,55,12,74,35.6617773,139.7040506
air_25d8e5cc57dd87d9_2017-05-02,20,5/2/2017,air_25d8e5cc57dd87d9,1,2017,5,4,24.62903226,25,56,62,12,74,35.6617773,139.7040506
air_25d8e5cc57dd87d9_2017-05-03,20,5/3/2017,air_25d8e5cc57dd87d9,2,2017,5,5,23.71875,24,44,64,12,74,35.6617773,139.7040506
air_25d8e5cc57dd87d9_2017-05-04,20,5/4/2017,air_25d8e5cc57dd87d9,3,2017,5,1,22.90769231,25,42,65,12,74,35.6617773,139.7040506
air_25d8e5cc57dd87d9_2017-05-05,20,5/5/2017,air_25d8e5cc57dd87d9,4,2017,5,1,29.5942029,31,57,69,12,74,35.6617773,139.7040506
air_25d8e5cc57dd87d9_2017-05-06,20,5/6/2017,air_25d8e5cc57dd87d9,5,2017,5,1,24.55384615,24,46,65,12,74,35.6617773,139.7040506
air_25d8e5cc57dd87d9_2017-05-07,20,5/7/2017,air_25d8e5cc57dd87d9,6,2017,5,1,17.9375,17.5,44,48,12,74,35.6617773,139.7040506
air_25d8e5cc57dd87d9_2017-05-08,20,5/8/2017,air_25d8e5cc57dd87d9,0,2017,5,5,20.4,20,40,55,12,74,35.6617773,139.7040506
air_25d8e5cc57dd87d9_2017-05-09,20,5/9/2017,air_25d8e5cc57dd87d9,1,2017,5,4,24.62903226,25,56,62,12,74,35.6617773,139.7040506
air_25d8e5cc57dd87d9_2017-05-10,20,5/10/2017,air_25d8e5cc57dd87d9,2,2017,5,5,23.71875,24,44,64,12,74,35.6617773,139.7040506
air_25d8e5cc57dd87d9_2017-05-11,20,5/11/2017,air_25d8e5cc57dd87d9,3,2017,5,1,22.90769231,25,42,65,12,74,35.6617773,139.7040506
air_25d8e5cc57dd87d9_2017-05-12,20,5/12/2017,air_25d8e5cc57dd87d9,4,2017,5,1,29.5942029,31,57,69,12,74,35.6617773,139.7040506
air_25d8e5cc57dd87d9_2017-05-13,20,5/13/2017,air_25d8e5cc57dd87d9,5,2017,5,1,24.55384615,24,46,65,12,74,35.6617773,139.7040506
air_25d8e5cc57dd87d9_2017-05-14,20,5/14/2017,air_25d8e5cc57dd87d9,6,2017,5,1,17.9375,17.5,44,48,12,74,35.6617773,139.7040506
air_25d8e5cc57dd87d9_2017-05-15,20,5/15/2017,air_25d8e5cc57dd87d9,0,2017,5,5,20.4,20,40,55,12,74,35.6617773,139.7040506
air_25d8e5cc57dd87d9_2017-05-16,20,5/16/2017,air_25d8e5cc57dd87d9,1,2017,5,4,24.62903226,25,56,62,12,74,35.6617773,139.7040506
air_25d8e5cc57dd87d9_2017-05-17,20,5/17/2017,air_25d8e5cc57dd87d9,2,2017,5,5,23.71875,24,44,64,12,74,35.6617773,139.7040506
air_25d8e5cc57dd87d9_2017-05-18,20,5/18/2017,air_25d8e5cc57dd87d9,3,2017,5,1,22.90769231,25,42,65,12,74,35.6617773,139.7040506
air_25d8e5cc57dd87d9_2017-05-19,20,5/19/2017,air_25d8e5cc57dd87d9,4,2017,5,1,29.5942029,31,57,69,12,74,35.6617773,139.7040506
air_25d8e5cc57dd87d9_2017-05-20,20,5/20/2017,air_25d8e5cc57dd87d9,5,2017,5,1,24.55384615,24,46,65,12,74,35.6617773,139.7040506
air_25d8e5cc57dd87d9_2017-05-21,20,5/21/2017,air_25d8e5cc57dd87d9,6,2017,5,1,17.9375,17.5,44,48,12,74,35.6617773,139.7040506
air_25d8e5cc57dd87d9_2017-05-22,20,5/22/2017,air_25d8e5cc57dd87d9,0,2017,5,5,20.4,20,40,55,12,74,35.6617773,139.7040506
air_25d8e5cc57dd87d9_2017-05-23,20,5/23/2017,air_25d8e5cc57dd87d9,1,2017,5,4,24.62903226,25,56,62,12,74,35.6617773,139.7040506
air_25d8e5cc57dd87d9_2017-05-24,20,5/24/2017,air_25d8e5cc57dd87d9,2,2017,5,5,23.71875,24,44,64,12,74,35.6617773,139.7040506
air_25d8e5cc57dd87d9_2017-05-25,20,5/25/2017,air_25d8e5cc57dd87d9,3,2017,5,1,22.90769231,25,42,65,12,74,35.6617773,139.7040506
air_25d8e5cc57dd87d9_2017-05-26,20,5/26/2017,air_25d8e5cc57dd87d9,4,2017,5,1,29.5942029,31,57,69,12,74,35.6617773,139.7040506
air_25d8e5cc57dd87d9_2017-05-27,20,5/27/2017,air_25d8e5cc57dd87d9,5,2017,5,1,24.55384615,24,46,65,12,74,35.6617773,139.7040506
air_25d8e5cc57dd87d9_2017-05-28,20,5/28/2017,air_25d8e5cc57dd87d9,6,2017,5,1,17.9375,17.5,44,48,12,74,35.6617773,139.7040506
air_25d8e5cc57dd87d9_2017-05-29,20,5/29/2017,air_25d8e5cc57dd87d9,0,2017,5,5,20.4,20,40,55,12,74,35.6617773,139.7040506
air_25d8e5cc57dd87d9_2017-05-30,20,5/30/2017,air_25d8e5cc57dd87d9,1,2017,5,4,24.62903226,25,56,62,12,74,35.6617773,139.7040506
air_25d8e5cc57dd87d9_2017-05-31,20,5/31/2017,air_25d8e5cc57dd87d9,2,2017,5,5,23.71875,24,44,64,12,74,35.6617773,139.7040506
air_25e9888d30b386df_2017-04-23,20,4/23/2017,air_25e9888d30b386df,6,2017,4,1,3.680851064,2,22,47,7,75,35.6265683,139.7258581
air_25e9888d30b386df_2017-04-24,20,4/24/2017,air_25e9888d30b386df,0,2017,4,1,1.666666667,2,2,3,7,75,35.6265683,139.7258581
air_25e9888d30b386df_2017-04-25,20,4/25/2017,air_25e9888d30b386df,1,2017,4,1,5.5,3.5,22,48,7,75,35.6265683,139.7258581
air_25e9888d30b386df_2017-04-26,20,4/26/2017,air_25e9888d30b386df,2,2017,4,1,6.921568627,4,28,51,7,75,35.6265683,139.7258581
air_25e9888d30b386df_2017-04-27,20,4/27/2017,air_25e9888d30b386df,3,2017,4,1,5.352941176,4,25,51,7,75,35.6265683,139.7258581
air_25e9888d30b386df_2017-04-28,20,4/28/2017,air_25e9888d30b386df,4,2017,4,1,11.70689655,9,50,58,7,75,35.6265683,139.7258581
air_25e9888d30b386df_2017-04-29,20,4/29/2017,air_25e9888d30b386df,5,2017,4,1,6.629032258,5,33,62,7,75,35.6265683,139.7258581
air_25e9888d30b386df_2017-04-30,20,4/30/2017,air_25e9888d30b386df,6,2017,4,1,3.680851064,2,22,47,7,75,35.6265683,139.7258581
air_25e9888d30b386df_2017-05-01,20,5/1/2017,air_25e9888d30b386df,0,2017,5,1,1.666666667,2,2,3,7,75,35.6265683,139.7258581
air_25e9888d30b386df_2017-05-02,20,5/2/2017,air_25e9888d30b386df,1,2017,5,1,5.5,3.5,22,48,7,75,35.6265683,139.7258581
air_25e9888d30b386df_2017-05-03,20,5/3/2017,air_25e9888d30b386df,2,2017,5,1,6.921568627,4,28,51,7,75,35.6265683,139.7258581
air_25e9888d30b386df_2017-05-04,20,5/4/2017,air_25e9888d30b386df,3,2017,5,1,5.352941176,4,25,51,7,75,35.6265683,139.7258581
air_25e9888d30b386df_2017-05-05,20,5/5/2017,air_25e9888d30b386df,4,2017,5,1,11.70689655,9,50,58,7,75,35.6265683,139.7258581
air_25e9888d30b386df_2017-05-06,20,5/6/2017,air_25e9888d30b386df,5,2017,5,1,6.629032258,5,33,62,7,75,35.6265683,139.7258581
air_25e9888d30b386df_2017-05-07,20,5/7/2017,air_25e9888d30b386df,6,2017,5,1,3.680851064,2,22,47,7,75,35.6265683,139.7258581
air_25e9888d30b386df_2017-05-08,20,5/8/2017,air_25e9888d30b386df,0,2017,5,1,1.666666667,2,2,3,7,75,35.6265683,139.7258581
air_25e9888d30b386df_2017-05-09,20,5/9/2017,air_25e9888d30b386df,1,2017,5,1,5.5,3.5,22,48,7,75,35.6265683,139.7258581
air_25e9888d30b386df_2017-05-10,20,5/10/2017,air_25e9888d30b386df,2,2017,5,1,6.921568627,4,28,51,7,75,35.6265683,139.7258581
air_25e9888d30b386df_2017-05-11,20,5/11/2017,air_25e9888d30b386df,3,2017,5,1,5.352941176,4,25,51,7,75,35.6265683,139.7258581
air_25e9888d30b386df_2017-05-12,20,5/12/2017,air_25e9888d30b386df,4,2017,5,1,11.70689655,9,50,58,7,75,35.6265683,139.7258581
air_25e9888d30b386df_2017-05-13,20,5/13/2017,air_25e9888d30b386df,5,2017,5,1,6.629032258,5,33,62,7,75,35.6265683,139.7258581
air_25e9888d30b386df_2017-05-14,20,5/14/2017,air_25e9888d30b386df,6,2017,5,1,3.680851064,2,22,47,7,75,35.6265683,139.7258581
air_25e9888d30b386df_2017-05-15,20,5/15/2017,air_25e9888d30b386df,0,2017,5,1,1.666666667,2,2,3,7,75,35.6265683,139.7258581
air_25e9888d30b386df_2017-05-16,20,5/16/2017,air_25e9888d30b386df,1,2017,5,1,5.5,3.5,22,48,7,75,35.6265683,139.7258581
air_25e9888d30b386df_2017-05-17,20,5/17/2017,air_25e9888d30b386df,2,2017,5,1,6.921568627,4,28,51,7,75,35.6265683,139.7258581
air_25e9888d30b386df_2017-05-18,20,5/18/2017,air_25e9888d30b386df,3,2017,5,1,5.352941176,4,25,51,7,75,35.6265683,139.7258581
air_25e9888d30b386df_2017-05-19,20,5/19/2017,air_25e9888d30b386df,4,2017,5,1,11.70689655,9,50,58,7,75,35.6265683,139.7258581
air_25e9888d30b386df_2017-05-20,20,5/20/2017,air_25e9888d30b386df,5,2017,5,1,6.629032258,5,33,62,7,75,35.6265683,139.7258581
air_25e9888d30b386df_2017-05-21,20,5/21/2017,air_25e9888d30b386df,6,2017,5,1,3.680851064,2,22,47,7,75,35.6265683,139.7258581
air_25e9888d30b386df_2017-05-22,20,5/22/2017,air_25e9888d30b386df,0,2017,5,1,1.666666667,2,2,3,7,75,35.6265683,139.7258581
air_25e9888d30b386df_2017-05-23,20,5/23/2017,air_25e9888d30b386df,1,2017,5,1,5.5,3.5,22,48,7,75,35.6265683,139.7258581
air_25e9888d30b386df_2017-05-24,20,5/24/2017,air_25e9888d30b386df,2,2017,5,1,6.921568627,4,28,51,7,75,35.6265683,139.7258581
air_25e9888d30b386df_2017-05-25,20,5/25/2017,air_25e9888d30b386df,3,2017,5,1,5.352941176,4,25,51,7,75,35.6265683,139.7258581
air_25e9888d30b386df_2017-05-26,20,5/26/2017,air_25e9888d30b386df,4,2017,5,1,11.70689655,9,50,58,7,75,35.6265683,139.7258581
air_25e9888d30b386df_2017-05-27,20,5/27/2017,air_25e9888d30b386df,5,2017,5,1,6.629032258,5,33,62,7,75,35.6265683,139.7258581
air_25e9888d30b386df_2017-05-28,20,5/28/2017,air_25e9888d30b386df,6,2017,5,1,3.680851064,2,22,47,7,75,35.6265683,139.7258581
air_25e9888d30b386df_2017-05-29,20,5/29/2017,air_25e9888d30b386df,0,2017,5,1,1.666666667,2,2,3,7,75,35.6265683,139.7258581
air_25e9888d30b386df_2017-05-30,20,5/30/2017,air_25e9888d30b386df,1,2017,5,1,5.5,3.5,22,48,7,75,35.6265683,139.7258581
air_25e9888d30b386df_2017-05-31,20,5/31/2017,air_25e9888d30b386df,2,2017,5,1,6.921568627,4,28,51,7,75,35.6265683,139.7258581
air_2634e41551e9807d_2017-04-23,20,4/23/2017,air_2634e41551e9807d,6,2017,4,1,5.555555556,4,28,54,7,77,35.6938401,139.7035494
air_2634e41551e9807d_2017-04-24,20,4/24/2017,air_2634e41551e9807d,0,2017,4,1,7.328125,6,28,64,7,77,35.6938401,139.7035494
air_2634e41551e9807d_2017-04-25,20,4/25/2017,air_2634e41551e9807d,1,2017,4,3,12.01492537,11,29,67,7,77,35.6938401,139.7035494
air_2634e41551e9807d_2017-04-26,20,4/26/2017,air_2634e41551e9807d,2,2017,4,2,12.42647059,10,70,68,7,77,35.6938401,139.7035494
air_2634e41551e9807d_2017-04-27,20,4/27/2017,air_2634e41551e9807d,3,2017,4,1,11.52941176,9,49,68,7,77,35.6938401,139.7035494
air_2634e41551e9807d_2017-04-28,20,4/28/2017,air_2634e41551e9807d,4,2017,4,3,17.16176471,15,70,68,7,77,35.6938401,139.7035494
air_2634e41551e9807d_2017-04-29,20,4/29/2017,air_2634e41551e9807d,5,2017,4,2,13.61764706,12,46,68,7,77,35.6938401,139.7035494
air_2634e41551e9807d_2017-04-30,20,4/30/2017,air_2634e41551e9807d,6,2017,4,1,5.555555556,4,28,54,7,77,35.6938401,139.7035494
air_2634e41551e9807d_2017-05-01,20,5/1/2017,air_2634e41551e9807d,0,2017,5,1,7.328125,6,28,64,7,77,35.6938401,139.7035494
air_2634e41551e9807d_2017-05-02,20,5/2/2017,air_2634e41551e9807d,1,2017,5,3,12.01492537,11,29,67,7,77,35.6938401,139.7035494
air_2634e41551e9807d_2017-05-03,20,5/3/2017,air_2634e41551e9807d,2,2017,5,2,12.42647059,10,70,68,7,77,35.6938401,139.7035494
air_2634e41551e9807d_2017-05-04,20,5/4/2017,air_2634e41551e9807d,3,2017,5,1,11.52941176,9,49,68,7,77,35.6938401,139.7035494
air_2634e41551e9807d_2017-05-05,20,5/5/2017,air_2634e41551e9807d,4,2017,5,3,17.16176471,15,70,68,7,77,35.6938401,139.7035494
air_2634e41551e9807d_2017-05-06,20,5/6/2017,air_2634e41551e9807d,5,2017,5,2,13.61764706,12,46,68,7,77,35.6938401,139.7035494
air_2634e41551e9807d_2017-05-07,20,5/7/2017,air_2634e41551e9807d,6,2017,5,1,5.555555556,4,28,54,7,77,35.6938401,139.7035494
air_2634e41551e9807d_2017-05-08,20,5/8/2017,air_2634e41551e9807d,0,2017,5,1,7.328125,6,28,64,7,77,35.6938401,139.7035494
air_2634e41551e9807d_2017-05-09,20,5/9/2017,air_2634e41551e9807d,1,2017,5,3,12.01492537,11,29,67,7,77,35.6938401,139.7035494
air_2634e41551e9807d_2017-05-10,20,5/10/2017,air_2634e41551e9807d,2,2017,5,2,12.42647059,10,70,68,7,77,35.6938401,139.7035494
air_2634e41551e9807d_2017-05-11,20,5/11/2017,air_2634e41551e9807d,3,2017,5,1,11.52941176,9,49,68,7,77,35.6938401,139.7035494
air_2634e41551e9807d_2017-05-12,20,5/12/2017,air_2634e41551e9807d,4,2017,5,3,17.16176471,15,70,68,7,77,35.6938401,139.7035494
air_2634e41551e9807d_2017-05-13,20,5/13/2017,air_2634e41551e9807d,5,2017,5,2,13.61764706,12,46,68,7,77,35.6938401,139.7035494
air_2634e41551e9807d_2017-05-14,20,5/14/2017,air_2634e41551e9807d,6,2017,5,1,5.555555556,4,28,54,7,77,35.6938401,139.7035494
air_2634e41551e9807d_2017-05-15,20,5/15/2017,air_2634e41551e9807d,0,2017,5,1,7.328125,6,28,64,7,77,35.6938401,139.7035494
air_2634e41551e9807d_2017-05-16,20,5/16/2017,air_2634e41551e9807d,1,2017,5,3,12.01492537,11,29,67,7,77,35.6938401,139.7035494
air_2634e41551e9807d_2017-05-17,20,5/17/2017,air_2634e41551e9807d,2,2017,5,2,12.42647059,10,70,68,7,77,35.6938401,139.7035494
air_2634e41551e9807d_2017-05-18,20,5/18/2017,air_2634e41551e9807d,3,2017,5,1,11.52941176,9,49,68,7,77,35.6938401,139.7035494
air_2634e41551e9807d_2017-05-19,20,5/19/2017,air_2634e41551e9807d,4,2017,5,3,17.16176471,15,70,68,7,77,35.6938401,139.7035494
air_2634e41551e9807d_2017-05-20,20,5/20/2017,air_2634e41551e9807d,5,2017,5,2,13.61764706,12,46,68,7,77,35.6938401,139.7035494
air_2634e41551e9807d_2017-05-21,20,5/21/2017,air_2634e41551e9807d,6,2017,5,1,5.555555556,4,28,54,7,77,35.6938401,139.7035494
air_2634e41551e9807d_2017-05-22,20,5/22/2017,air_2634e41551e9807d,0,2017,5,1,7.328125,6,28,64,7,77,35.6938401,139.7035494
air_2634e41551e9807d_2017-05-23,20,5/23/2017,air_2634e41551e9807d,1,2017,5,3,12.01492537,11,29,67,7,77,35.6938401,139.7035494
air_2634e41551e9807d_2017-05-24,20,5/24/2017,air_2634e41551e9807d,2,2017,5,2,12.42647059,10,70,68,7,77,35.6938401,139.7035494
air_2634e41551e9807d_2017-05-25,20,5/25/2017,air_2634e41551e9807d,3,2017,5,1,11.52941176,9,49,68,7,77,35.6938401,139.7035494
air_2634e41551e9807d_2017-05-26,20,5/26/2017,air_2634e41551e9807d,4,2017,5,3,17.16176471,15,70,68,7,77,35.6938401,139.7035494
air_2634e41551e9807d_2017-05-27,20,5/27/2017,air_2634e41551e9807d,5,2017,5,2,13.61764706,12,46,68,7,77,35.6938401,139.7035494
air_2634e41551e9807d_2017-05-28,20,5/28/2017,air_2634e41551e9807d,6,2017,5,1,5.555555556,4,28,54,7,77,35.6938401,139.7035494
air_2634e41551e9807d_2017-05-29,20,5/29/2017,air_2634e41551e9807d,0,2017,5,1,7.328125,6,28,64,7,77,35.6938401,139.7035494
air_2634e41551e9807d_2017-05-30,20,5/30/2017,air_2634e41551e9807d,1,2017,5,3,12.01492537,11,29,67,7,77,35.6938401,139.7035494
air_2634e41551e9807d_2017-05-31,20,5/31/2017,air_2634e41551e9807d,2,2017,5,2,12.42647059,10,70,68,7,77,35.6938401,139.7035494
air_26c5bbeb7bb82bf1_2017-04-23,20,4/23/2017,air_26c5bbeb7bb82bf1,6,2017,4,18,37.80952381,36,90,63,2,51,35.7528042,139.7334805
air_26c5bbeb7bb82bf1_2017-04-24,20,4/24/2017,air_26c5bbeb7bb82bf1,0,2017,4,14,27.5,29.5,37,4,2,51,35.7528042,139.7334805
air_26c5bbeb7bb82bf1_2017-04-25,20,4/25/2017,air_26c5bbeb7bb82bf1,1,2017,4,1,20.76470588,20,57,51,2,51,35.7528042,139.7334805
air_26c5bbeb7bb82bf1_2017-04-26,20,4/26/2017,air_26c5bbeb7bb82bf1,2,2017,4,9,22.5625,21.5,47,64,2,51,35.7528042,139.7334805
air_26c5bbeb7bb82bf1_2017-04-27,20,4/27/2017,air_26c5bbeb7bb82bf1,3,2017,4,11,23.19047619,22,47,63,2,51,35.7528042,139.7334805
air_26c5bbeb7bb82bf1_2017-04-28,20,4/28/2017,air_26c5bbeb7bb82bf1,4,2017,4,11,23.84848485,22.5,55,66,2,51,35.7528042,139.7334805
air_26c5bbeb7bb82bf1_2017-04-29,20,4/29/2017,air_26c5bbeb7bb82bf1,5,2017,4,12,35.72307692,34,127,65,2,51,35.7528042,139.7334805
air_26c5bbeb7bb82bf1_2017-04-30,20,4/30/2017,air_26c5bbeb7bb82bf1,6,2017,4,18,37.80952381,36,90,63,2,51,35.7528042,139.7334805
air_26c5bbeb7bb82bf1_2017-05-01,20,5/1/2017,air_26c5bbeb7bb82bf1,0,2017,5,14,27.5,29.5,37,4,2,51,35.7528042,139.7334805
air_26c5bbeb7bb82bf1_2017-05-02,20,5/2/2017,air_26c5bbeb7bb82bf1,1,2017,5,1,20.76470588,20,57,51,2,51,35.7528042,139.7334805
air_26c5bbeb7bb82bf1_2017-05-03,20,5/3/2017,air_26c5bbeb7bb82bf1,2,2017,5,9,22.5625,21.5,47,64,2,51,35.7528042,139.7334805
air_26c5bbeb7bb82bf1_2017-05-04,20,5/4/2017,air_26c5bbeb7bb82bf1,3,2017,5,11,23.19047619,22,47,63,2,51,35.7528042,139.7334805
air_26c5bbeb7bb82bf1_2017-05-05,20,5/5/2017,air_26c5bbeb7bb82bf1,4,2017,5,11,23.84848485,22.5,55,66,2,51,35.7528042,139.7334805
air_26c5bbeb7bb82bf1_2017-05-06,20,5/6/2017,air_26c5bbeb7bb82bf1,5,2017,5,12,35.72307692,34,127,65,2,51,35.7528042,139.7334805
air_26c5bbeb7bb82bf1_2017-05-07,20,5/7/2017,air_26c5bbeb7bb82bf1,6,2017,5,18,37.80952381,36,90,63,2,51,35.7528042,139.7334805
air_26c5bbeb7bb82bf1_2017-05-08,20,5/8/2017,air_26c5bbeb7bb82bf1,0,2017,5,14,27.5,29.5,37,4,2,51,35.7528042,139.7334805
air_26c5bbeb7bb82bf1_2017-05-09,20,5/9/2017,air_26c5bbeb7bb82bf1,1,2017,5,1,20.76470588,20,57,51,2,51,35.7528042,139.7334805
air_26c5bbeb7bb82bf1_2017-05-10,20,5/10/2017,air_26c5bbeb7bb82bf1,2,2017,5,9,22.5625,21.5,47,64,2,51,35.7528042,139.7334805
air_26c5bbeb7bb82bf1_2017-05-11,20,5/11/2017,air_26c5bbeb7bb82bf1,3,2017,5,11,23.19047619,22,47,63,2,51,35.7528042,139.7334805
air_26c5bbeb7bb82bf1_2017-05-12,20,5/12/2017,air_26c5bbeb7bb82bf1,4,2017,5,11,23.84848485,22.5,55,66,2,51,35.7528042,139.7334805
air_26c5bbeb7bb82bf1_2017-05-13,20,5/13/2017,air_26c5bbeb7bb82bf1,5,2017,5,12,35.72307692,34,127,65,2,51,35.7528042,139.7334805
air_26c5bbeb7bb82bf1_2017-05-14,20,5/14/2017,air_26c5bbeb7bb82bf1,6,2017,5,18,37.80952381,36,90,63,2,51,35.7528042,139.7334805
air_26c5bbeb7bb82bf1_2017-05-15,20,5/15/2017,air_26c5bbeb7bb82bf1,0,2017,5,14,27.5,29.5,37,4,2,51,35.7528042,139.7334805
air_26c5bbeb7bb82bf1_2017-05-16,20,5/16/2017,air_26c5bbeb7bb82bf1,1,2017,5,1,20.76470588,20,57,51,2,51,35.7528042,139.7334805
air_26c5bbeb7bb82bf1_2017-05-17,20,5/17/2017,air_26c5bbeb7bb82bf1,2,2017,5,9,22.5625,21.5,47,64,2,51,35.7528042,139.7334805
air_26c5bbeb7bb82bf1_2017-05-18,20,5/18/2017,air_26c5bbeb7bb82bf1,3,2017,5,11,23.19047619,22,47,63,2,51,35.7528042,139.7334805
air_26c5bbeb7bb82bf1_2017-05-19,20,5/19/2017,air_26c5bbeb7bb82bf1,4,2017,5,11,23.84848485,22.5,55,66,2,51,35.7528042,139.7334805
air_26c5bbeb7bb82bf1_2017-05-20,20,5/20/2017,air_26c5bbeb7bb82bf1,5,2017,5,12,35.72307692,34,127,65,2,51,35.7528042,139.7334805
air_26c5bbeb7bb82bf1_2017-05-21,20,5/21/2017,air_26c5bbeb7bb82bf1,6,2017,5,18,37.80952381,36,90,63,2,51,35.7528042,139.7334805
air_26c5bbeb7bb82bf1_2017-05-22,20,5/22/2017,air_26c5bbeb7bb82bf1,0,2017,5,14,27.5,29.5,37,4,2,51,35.7528042,139.7334805
air_26c5bbeb7bb82bf1_2017-05-23,20,5/23/2017,air_26c5bbeb7bb82bf1,1,2017,5,1,20.76470588,20,57,51,2,51,35.7528042,139.7334805
